
HepMC::Version 2.06.09
HepMC::IO_GenEvent-START_EVENT_LISTING
E 1 -1 -1.0000000000000000e+00 -1.0000000000000000e+00 -1.0000000000000000e+00 20 0 257 1 2 0 0
U GEV MM
V -1 0 0 0 0 0 1 3 0
P 1 2212 0 0 6.9999999371178155e+03 7.0000000000000009e+03 9.3827000000000005e-01 3 0 0 -1 0
P 3 -1 1.5533306538298233e-01 5.5137078238403836e-01 2.3325676918116793e+02 2.3325747256398347e+02 0 3 0 0 -3 0
P 11 2112 -7.7283673506556502e-02 -2.4530672011496579e-01 8.1970619097291183e+02 8.1970676980201767e+02 9.3957000000000002e-01 1 0 0 0 0
P 55 2 -7.8049391876425830e-02 -3.0606406226907257e-01 6.3084615021337254e+02 6.3084631559988588e+02 3.3000000000000002e-01 2 0 0 -11 0
V -2 0 0 0 0 0 1 2 0
P 2 2212 0 0 -6.9999999371178155e+03 7.0000000000000009e+03 9.3827000000000005e-01 3 0 0 -2 0
P 4 2 -2.3648677559496253e-01 2.0212532235378817e+00 -1.4890832916701953e+01 1.5029248003204605e+01 0 3 0 0 -4 0
P 59 2101 2.3648677559496253e-01 -2.0212532235378817e+00 -4.6710329076938469e+03 4.6710333869254964e+03 5.7933000000000001e-01 2 0 0 -13 0
V -3 0 0 0 0 0 0 1 0
P 5 -1 9.8344222957342908e-02 3.4908299157843448e-01 1.4767915419748971e+02 1.4767959952209765e+02 0 3 0 0 -5 0
V -4 0 0 0 0 0 0 5 0
P 6 2 -3.0381579505316121e+00 -2.1505685219307558e+01 -2.6656147949938713e+00 2.1882193736451871e+01 0 3 0 0 -5 0
P 12 -5 3.7853530223115208e+00 3.7792372606212856e+00 1.6669771744863958e+01 1.8153038913676575e+01 4.7999999999999998e+00 2 0 0 -11 0
P 56 5 -8.2394511370699841e-01 1.5815208086005139e+01 4.9126108676215082e+01 5.1838347253952250e+01 4.7999999999999998e+00 2 0 0 -9 0
P 57 -1 -5.3944182738572455e-01 1.1054382098716571e+00 2.6704726493801765e+00 2.9586002251174595e+00 3.3000000000000002e-01 2 0 0 -9 0
P 58 1 4.3669393614349095e-01 3.0293426771529428e+00 4.8860437915109092e+00 5.7749409158922962e+00 3.3000000000000002e-01 2 0 0 -13 0
V -5 0 0 0 0 0 0 2 0
P 7 24 -3.1289243682021528e+00 -1.9807776608764026e+01 1.4610693017286010e+02 1.6781519749492986e+02 8.0078507003069546e+01 3 0 0 -6 0
P 8 22 1.8911064062788685e-01 -1.3488256189650978e+00 -1.0933907703643202e+00 1.7465957636196245e+00 0 3 0 0 -7 0
V -6 0 0 0 0 0 0 1 0
P 9 24 -3.1289243682021528e+00 -1.9807776608764026e+01 1.4610693017286010e+02 1.6781519749492986e+02 8.0078507003069546e+01 2 0 0 -8 0
V -7 0 0 0 0 0 0 1 0
P 10 22 1.8911064062788685e-01 -1.3488256189650978e+00 -1.0933907703643202e+00 1.7465957636193759e+00 0 1 0 0 0 0
V -8 0 0 0 0 0 0 9 0
P 60 2 2.7200458403059724e-01 -1.9611854488494338e+00 7.7717622306911922e+00 8.0267940691729809e+00 3.3000000000000002e-01 2 0 0 -15 0
P 61 21 -1.9061032778614735e+00 -3.7117163700570401e+00 9.0668127865157082e+00 9.9808397554187991e+00 0 2 0 0 -15 0
P 62 -2 -3.9874446974202891e+00 -1.6575084669415677e+01 3.4881547102605666e+01 3.8826078546314484e+01 3.3000000000000002e-01 2 0 0 -15 0
P 63 -1 5.8805821495561066e+00 2.4242151474303000e+01 3.3000467553999741e+01 4.1369105783220867e+01 3.3000000000000002e-01 2 0 0 -17 0
P 64 21 2.0633589622311361e+00 3.9225332487884854e+00 6.8845321897118108e+00 8.1878263761543462e+00 0 2 0 0 -17 0
P 65 21 4.6065056531009541e-01 5.4053994898369762e-01 2.0208596136772909e+00 2.1420214653358958e+00 0 2 0 0 -17 0
P 66 21 4.7835704844830240e-01 -8.1076617207849921e-02 4.4454738009409273e-01 6.5804350677334511e-01 0 2 0 0 -17 0
P 67 21 -1.0813227053206946e+00 -2.8450066790651483e+00 6.6106254555607409e+00 7.2776157298029291e+00 0 2 0 0 -17 0
P 68 2 -5.3090069971759402e+00 -2.3338931496244069e+01 4.5425775860003903e+01 5.1346872262736213e+01 3.3000000000000002e-01 2 0 0 -17 0
V -9 0 0 0 0 0 0 1 0
P 83 91 -1.3633869410927231e+00 1.6920646295876796e+01 5.1796581325595255e+01 5.4796947479069708e+01 5.6260573213938256e+00 2 0 0 -10 0
V -10 0 0 0 0 0 0 2 0
P 84 -513 -1.3904648945341791e+00 1.6032790688827099e+01 4.9845300768873230e+01 5.2648753771329730e+01 5.3247999999999998e+00 2 0 0 -27 0
P 85 111 2.7077953441468350e-02 8.8785560704954514e-01 1.9512805567215554e+00 2.1481937077394759e+00 1.3497999999999999e-01 2 0 0 -28 0
V -11 0 0 0 0 0 42 1 0
P 13 21 8.2050109042516506e-01 -2.8155184418649855e+00 -9.1806004217898156e+00 9.6376236822381713e+00 0 2 0 0 -11 0
P 14 21 4.6591579392629345e+00 -5.0950268093992044e+00 -2.6815718141213175e+01 2.7690247205839150e+01 0 2 0 0 -11 0
P 15 21 1.7584256008561643e+00 -9.7943317148693820e-01 -1.3169989963451993e+01 1.3322912052872734e+01 0 2 0 0 -11 0
P 16 21 2.2431280678829242e+00 3.8762451263548141e+00 -1.0311492867473470e+02 1.0321213792671934e+02 0 2 0 0 -11 0
P 17 21 5.7907401528192159e-01 1.2949197826278829e+00 -5.3866434740236073e+01 5.3885108662623367e+01 0 2 0 0 -11 0
