-523	523	-901	39.5614
277	523	-901	60.8233
-523	-277	-901	37.5155
277	-277	-901	-36.6555
-277	277	-828.9	-24.3956
523	277	-828.9	-75.7456
-277	-523	-828.9	-78.2426
523	-523	-828.9	-35.9943
-523	523	-756.8	-8.16381
277	523	-756.8	61.7974
-523	-277	-756.8	19.104
277	-277	-756.8	48.2715
-277	277	-684.7	-8.77817
523	277	-684.7	-7.05844
523	-523	-684.7	-32.4325
-523	523	-612.6	21.1364
277	523	-612.6	44.6207
-523	-277	-612.6	-84.5086
277	-277	-612.6	83.6316
-277	277	-540.5	-3.96287
523	277	-540.5	-84.7696
-277	-523	-540.5	-1.79106
523	-523	-540.5	27.2568
-523	523	-468.4	32.631
277	523	-468.4	-11.9876
-523	-277	-468.4	-72.859
277	-277	-468.4	-31.6916
-277	277	-396.3	13.5199
523	277	-396.3	12.8259
-277	-523	-396.3	2.39402
523	-523	-396.3	-47.2454
-523	523	-324.2	-37.6127
277	523	-324.2	-26.7827
-523	-277	-324.2	80.2701
277	-277	-324.2	15.7318
-277	277	-252.1	38.8217
523	277	-252.1	-85.4755
-277	-523	-252.1	27.4893
523	-523	-252.1	-87.1726
-523	523	-180	-3.63932
277	523	-180	-0.713371
-523	-277	-180	21.9315
277	-277	-180	-45.3679
-277	277	-107.9	80.5085
523	277	-107.9	-75.127
-277	-523	-107.9	12.1997
523	-523	-107.9	11.6449
-523	523	-35.8	59.4937
277	523	-35.8	17.6911
-523	-277	-35.8	5.27645
277	-277	-35.8	-34.4691
-277	277	36.3	22.9216
523	277	36.3	-86.5146
-277	-523	36.3	82.7877
523	-523	36.3	-34.4475
-523	523	108.4	-8.50219
277	523	108.4	-80.0714
-523	-277	108.4	23.8609
277	-277	108.4	-84.9823
-277	277	180.5	22.7545
523	277	180.5	-63.7451
-277	-523	180.5	-42.2277
523	-523	180.5	75.1419
277	523	252.6	-0.527827
-523	-277	252.6	-51.9576
277	-277	252.6	0.873703
-277	277	324.7	-51.7061
523	277	324.7	-47.4331
-277	-523	324.7	-61.6371
523	-523	324.7	-48.8787
-523	523	396.8	38.9275
277	523	396.8	27.6496
-523	-277	396.8	63.0528
277	-277	396.8	83.5597
-277	277	468.9	18.158
523	277	468.9	77.9259
-277	-523	468.9	5.75934
523	-523	468.9	-60.1971
-523	523	541	47.4196
277	523	541	-66.5496
-523	-277	541	35.0794
277	-277	541	-77.0496
-277	277	613.1	46.372
523	277	613.1	38.5648
-277	-523	613.1	-84.2619
523	-523	613.1	-78.0755
-523	523	685.2	-59.9374
277	523	685.2	-74.3333
-523	-277	685.2	35.7854
277	-277	685.2	-54.9197
-277	277	757.3	38.4212
523	277	757.3	62.0403
-277	-523	757.3	-7.14744
523	-523	757.3	23.5631
-523	523	829.4	-28.4875
277	523	829.4	30.8949
-523	-277	829.4	-65.5632
277	-277	829.4	9.80635
-277	277	901.5	73.4618
523	277	901.5	-37.2002
-277	-523	901.5	50.9277
523	-523	901.5	22.3893
