Sensitive Detector-Voxels. Total number of events, [mm]->centreX centreY centreZ HalfSizeX HalfSizeY HalfSizeZ minX maxX, minY maxY, minZ maxZ, Dx, Dy, Dz, nX, nY, nZ: 
68	0	0	0	150	150	150	-150	150	-150	150	-150	150	1.5	1.5	1.5	100	100	100
Number of physical volumes: 2
G4_WATER	1
G4_Galactic	2
Phys Volume x [mm], y [mm], z [mm], ix, iy, iz, Dose [Gy], Dose2 [Gy^2], nEvents
1	-7.5	73.5	19.5	47	74	56	7.22864e-10	2.63562e-19	2
1	1.5	76.5	13.5	50	75	54	3.35358e-09	1.41707e-18	9
1	1.5	79.5	13.5	50	76	54	3.324e-09	1.78488e-18	7
1	4.5	79.5	13.5	51	76	54	2.48976e-09	5.00615e-18	2
1	7.5	79.5	13.5	52	76	54	2.70031e-09	4.02564e-18	3
1	31.5	46.5	-148.5	60	65	0	8.42033e-14	7.09019e-27	1
1	34.5	73.5	49.5	61	74	66	1.7345e-13	3.00851e-26	1
1	40.5	-19.5	-40.5	63	43	36	2.77723e-09	7.71299e-18	1
1	40.5	-16.5	-43.5	63	44	35	4.20059e-09	1.76449e-17	1
1	40.5	58.5	103.5	63	69	84	5.20213e-10	1.75121e-19	3
1	40.5	67.5	112.5	63	72	87	1.06473e-09	3.95889e-19	4
1	43.5	-25.5	-37.5	64	41	37	5.86014e-09	2.77346e-18	14
1	43.5	-22.5	-37.5	64	42	37	2.55034e-09	3.34928e-18	2
1	43.5	-19.5	-40.5	64	43	36	3.80208e-09	7.9919e-18	4
1	49.5	64.5	115.5	66	71	88	9.24565e-11	8.5482e-21	1
1	67.5	79.5	1.5	72	76	50	2.00499e-09	1.66172e-18	4
1	139.5	-34.5	-22.5	96	38	42	2.89495e-09	1.36206e-18	7
1	142.5	-34.5	-22.5	97	38	42	7.02798e-10	4.93925e-19	1
1	148.5	-34.5	-22.5	99	38	42	8.07616e-14	6.52243e-27	1
