    1  0.10768170000E+01  0.20578330000E+01  0.32740000000E+04  0.30917592000E-04  0.21376104000E-03  0.99999997668E+00
    2 -0.86150870000E+00  0.29702750000E+00  0.32740000000E+04 -0.23758557000E-03 -0.20634479000E-03  0.99999995049E+00
    3  0.13576850000E+01  0.37163300000E+00  0.32740000000E+04 -0.30954802000E-03 -0.16690702000E-03  0.99999993816E+00
    4 -0.68590450000E+00  0.90345040000E+00  0.32740000000E+04 -0.75106174000E-04  0.29540627000E-03  0.99999995355E+00
    5  0.14368520000E+01 -0.14771430000E+01  0.32740000000E+04  0.15548224000E-03 -0.11644382000E-03  0.99999998113E+00
    6  0.85394130000E+00  0.59753680000E+00  0.32740000000E+04 -0.17360371000E-03 -0.72424322000E-04  0.99999998231E+00
    7 -0.12717040000E+01  0.15411210000E+01  0.32740000000E+04 -0.42390931000E-03  0.31393973000E-03  0.99999986087E+00
    8 -0.18699950000E+01  0.41837620000E+00  0.32740000000E+04 -0.13006572000E-03  0.33764823000E-04  0.99999999097E+00
    9  0.23833880000E+01  0.62789340000E+00  0.32740000000E+04 -0.75477874000E-04  0.16346201000E-04  0.99999999702E+00
   10 -0.32854390000E-01  0.21712280000E+00  0.32740000000E+04  0.23959912000E-03 -0.84063468000E-04  0.99999996776E+00
   11  0.97364450000E+00 -0.81370300000E+00  0.32740000000E+04 -0.33641110000E-04 -0.15323400000E-03  0.99999998769E+00
   12  0.11940200000E+01  0.18713530000E+01  0.32740000000E+04 -0.23888773000E-03  0.53412846000E-03  0.99999982882E+00
   13  0.24326360000E+00 -0.97504890000E+00  0.32740000000E+04  0.40156135000E-03 -0.34119657000E-03  0.99999986117E+00
   14 -0.10676640000E+01 -0.93490980000E+00  0.32740000000E+04  0.43309105000E-04  0.96359308000E-03  0.99999953481E+00
   15  0.28729100000E+00  0.18894680000E+01  0.32740000000E+04  0.39003481000E-03  0.35479365000E-03  0.99999986100E+00
   16  0.18067670000E+01  0.16932100000E+01  0.32740000000E+04  0.13221630000E-03  0.10468887000E-03  0.99999998578E+00
   17  0.14340990000E+00  0.33498990000E+00  0.32740000000E+04  0.25234552000E-03  0.90873416000E-03  0.99999955526E+00
   18  0.17928810000E-01  0.93217320000E+00  0.32740000000E+04 -0.26569382000E-04  0.35989404000E-03  0.99999993489E+00
   19  0.17928810000E-01  0.93217320000E+00  0.32740000000E+04 -0.26569382000E-04  0.35989404000E-03  0.99999993489E+00
   20  0.97823510000E+00  0.14773360000E+01  0.32740000000E+04  0.82337683000E-04  0.33118468000E-03  0.99999994177E+00
   21 -0.82331910000E+00 -0.64428860000E+00  0.32740000000E+04  0.21718412000E-03 -0.43933681000E-03  0.99999987991E+00
   22 -0.88273320000E+00 -0.15416810000E+01  0.32740000000E+04  0.40107549000E-03 -0.19044954000E-03  0.99999990143E+00
   23  0.65818360000E+00  0.25511650000E+01  0.32740000000E+04  0.25334049000E-03  0.13180930000E-03  0.99999995922E+00
   24 -0.19142960000E+01 -0.37751570000E+00  0.32740000000E+04  0.16359811000E-04 -0.15698948000E-03  0.99999998754E+00
   25 -0.14416450000E+01 -0.75695510000E+00  0.32740000000E+04  0.43727156000E-04 -0.17987832000E-03  0.99999998287E+00
   26  0.13463400000E+01 -0.10154740000E+01  0.32740000000E+04  0.21250255000E-03 -0.36700189000E-04  0.99999997675E+00
   27 -0.12081120000E+01  0.10790330000E+01  0.32740000000E+04 -0.21886965000E-04  0.71026829000E-04  0.99999999724E+00
   28 -0.22865510000E+00  0.15768610000E+00  0.32740000000E+04  0.25440010000E-03  0.79043100000E-04  0.99999996452E+00
   29  0.10502820000E+01  0.91590820000E+00  0.32740000000E+04 -0.31175870000E-04 -0.48350477000E-04  0.99999999835E+00
   30  0.10555840000E+01 -0.55690170000E+00  0.32740000000E+04  0.16429024000E-03 -0.33538073000E-03  0.99999993026E+00
   31  0.19962270000E+01  0.23823180000E+01  0.32740000000E+04 -0.87878390000E-04 -0.19529021000E-03  0.99999997707E+00
   32 -0.41362910000E+00 -0.11616390000E+00  0.32740000000E+04 -0.11046180000E-03 -0.14341279000E-03  0.99999998362E+00
   33  0.52422470000E+00  0.44222810000E+00  0.32740000000E+04 -0.90144335000E-04  0.22101292000E-03  0.99999997151E+00
   34  0.52422470000E+00  0.44222810000E+00  0.32740000000E+04 -0.90144335000E-04  0.22101292000E-03  0.99999997151E+00
   35 -0.35628690000E+00 -0.13023690000E+00  0.32740000000E+04 -0.21397480000E-03 -0.27737045000E-03  0.99999993864E+00
   36 -0.13703750000E+01  0.35994850000E+00  0.32740000000E+04  0.25013520000E-03 -0.73881383000E-04  0.99999996599E+00
   37 -0.16042960000E+01  0.81072740000E+00  0.32740000000E+04  0.42169835000E-04  0.90643138000E-04  0.99999999500E+00
   38 -0.14674490000E+01 -0.25377380000E+00  0.32740000000E+04 -0.45335630000E-04 -0.25649377000E-03  0.99999996608E+00
   39  0.83106750000E+00  0.86135090000E+00  0.32740000000E+04  0.53477539000E-04  0.45276056000E-05  0.99999999856E+00
   40 -0.26133330000E+01 -0.61843250000E+00  0.32740000000E+04  0.15450304000E-03 -0.49003167000E-04  0.99999998686E+00
   41  0.26580550000E+00  0.70025540000E-01  0.32740000000E+04 -0.25708924000E-03  0.36920785000E-03  0.99999989880E+00
   42 -0.21635400000E+01 -0.10088270000E+01  0.32740000000E+04  0.19184499000E-04 -0.40764871000E-03  0.99999991673E+00
   43  0.10423460000E+01  0.67558510000E+00  0.32740000000E+04 -0.19511746000E-03  0.45886395000E-05  0.99999998095E+00
   44  0.16656610000E+01 -0.79393830000E+00  0.32740000000E+04  0.86389999000E-04 -0.25702515000E-04  0.99999999594E+00
   45  0.50274550000E+00  0.17502960000E+00  0.32740000000E+04 -0.43055665000E-04  0.48744056000E-03  0.99999988027E+00
   46  0.43503030000E+00  0.67184300000E+00  0.32740000000E+04  0.17681732000E-03  0.14498296000E-03  0.99999997386E+00
   47 -0.37449100000E+00 -0.87026680000E+00  0.32740000000E+04 -0.18949733000E-04 -0.39163593000E-03  0.99999992313E+00
   48 -0.37449100000E+00 -0.87026680000E+00  0.32740000000E+04 -0.18949733000E-04 -0.39163593000E-03  0.99999992313E+00
   49  0.15400160000E+01 -0.25413770000E+00  0.32740000000E+04  0.15053898000E-03 -0.83655810000E-04  0.99999998517E+00
   50  0.85708220000E+00 -0.16638100000E+00  0.32740000000E+04  0.95969568000E-04  0.44959681000E-04  0.99999999438E+00
   51 -0.28091470000E+00  0.11001890000E+01  0.32740000000E+04  0.23518628000E-03  0.17301344000E-03  0.99999995738E+00
   52  0.65639310000E+00  0.12338910000E+01  0.32740000000E+04  0.15693824000E-03  0.15075790000E-03  0.99999997632E+00
   53 -0.73264590000E-01  0.12300400000E+01  0.32740000000E+04  0.82387312000E-04 -0.20966360000E-03  0.99999997463E+00
   54 -0.23543610000E+01  0.13129540000E+01  0.32740000000E+04  0.17054002000E-03  0.12006146000E-03  0.99999997825E+00
   55 -0.20831620000E+01 -0.13138510000E+01  0.32740000000E+04  0.62425307000E-03  0.42674041000E-03  0.99999971410E+00
   56  0.13713710000E-01  0.10719950000E+00  0.32740000000E+04  0.73459996000E-04 -0.13022139000E-03  0.99999998882E+00
   57  0.15843110000E+01  0.80242160000E+00  0.32740000000E+04  0.34372439000E-04  0.43894124000E-04  0.99999999845E+00
   58  0.18940240000E+01  0.17317250000E+01  0.32740000000E+04 -0.15476953000E-03  0.22593819000E-03  0.99999996250E+00
   59 -0.14224010000E+00 -0.83327950000E+00  0.32740000000E+04  0.10078627000E-03 -0.19582194000E-03  0.99999997575E+00
   60 -0.74113410000E+00  0.49396500000E+00  0.32740000000E+04 -0.14445935000E-03  0.45143371000E-03  0.99999988767E+00
   61  0.36580030000E+00  0.11713170000E+01  0.32740000000E+04 -0.59881000000E-04  0.37143924000E-04  0.99999999752E+00
   62  0.36580030000E+00  0.11713170000E+01  0.32740000000E+04 -0.59881000000E-04  0.37143924000E-04  0.99999999752E+00
   63  0.14303280000E+01  0.14631180000E+01  0.32740000000E+04 -0.36348210000E-04  0.76736331000E-04  0.99999999640E+00
   64  0.17080440000E+01  0.56496900000E-01  0.32740000000E+04  0.56700195000E-04 -0.60395894000E-04  0.99999999657E+00
   65  0.82688710000E-01  0.17155130000E+01  0.32740000000E+04  0.81256068000E-04  0.95760712000E-04  0.99999999211E+00
   66  0.74337590000E+00  0.11907740000E+00  0.32740000000E+04 -0.22701541000E-04 -0.80120204000E-04  0.99999999653E+00
   67 -0.15662780000E+00  0.12247520000E+01  0.32740000000E+04 -0.30697737000E-03  0.26407928000E-03  0.99999991801E+00
   68  0.11412700000E+01  0.24358030000E+01  0.32740000000E+04 -0.25639008000E-05  0.11589674000E-04  0.99999999993E+00
   69 -0.99229150000E+00 -0.12761000000E+00  0.32740000000E+04  0.13132773000E-03  0.84885469000E-04  0.99999998777E+00
   70  0.14145250000E+00  0.20088170000E+00  0.32740000000E+04  0.40194724000E-03  0.30913707000E-03  0.99999987144E+00
   71 -0.10798910000E+01  0.99114790000E-01  0.32740000000E+04 -0.18245816000E-03 -0.63463408000E-05  0.99999998333E+00
   72  0.30539460000E+00  0.59200510000E+00  0.32740000000E+04 -0.52174198000E-03  0.68724103000E-05  0.99999986387E+00
   73 -0.20060830000E+00 -0.83400550000E+00  0.32740000000E+04  0.37406795000E-03 -0.92275426000E-04  0.99999992578E+00
   74  0.12573580000E+00  0.18737840000E+01  0.32740000000E+04 -0.16693913000E-03  0.31158730000E-03  0.99999993752E+00
   75 -0.64698200000E-01 -0.31919420000E+00  0.32740000000E+04 -0.33472597000E-06 -0.31844570000E-03  0.99999994930E+00
   76 -0.83340370000E+00 -0.49380630000E+00  0.32740000000E+04 -0.10550684000E-03 -0.17957317000E-03  0.99999997831E+00
   77  0.24176750000E+01  0.12490530000E+01  0.32740000000E+04  0.20107342000E-03  0.29170071000E-03  0.99999993724E+00
   78 -0.12102100000E+01 -0.17277840000E+00  0.32740000000E+04 -0.17821272000E-03 -0.19691294000E-03  0.99999996473E+00
   79 -0.11284490000E+01  0.89200110000E+00  0.32740000000E+04  0.37369868000E-04 -0.27479895000E-03  0.99999996154E+00
   80 -0.11284490000E+01  0.89200110000E+00  0.32740000000E+04  0.37369868000E-04 -0.27479895000E-03  0.99999996154E+00
   81  0.13660730000E+01  0.96837750000E+00  0.32740000000E+04  0.32237140000E-03 -0.17897275000E-03  0.99999993202E+00
   82  0.17891230000E+01  0.12041880000E+01  0.32740000000E+04  0.25992777000E-03  0.16653274000E-03  0.99999995235E+00
   83  0.12277270000E+01  0.17988730000E+01  0.32740000000E+04  0.44853907000E-04  0.13745386000E-03  0.99999998955E+00
   84  0.49175190000E+00 -0.12812310000E+01  0.32740000000E+04  0.11776261000E-03 -0.14917867000E-03  0.99999998194E+00
   85  0.50614310000E+00  0.13417730000E+01  0.32740000000E+04  0.24847107000E-03 -0.45172626000E-04  0.99999996811E+00
   86  0.15447760000E+00  0.74885340000E-01  0.32740000000E+04 -0.33744151000E-03 -0.24212673000E-03  0.99999991375E+00
   87 -0.41000050000E+00  0.15708080000E+01  0.32740000000E+04  0.59922033000E-04  0.11856107000E-03  0.99999999118E+00
   88  0.19295780000E-01 -0.89944290000E+00  0.32740000000E+04 -0.10641227000E-03 -0.14624973000E-03  0.99999998364E+00
   89 -0.29735100000E+01 -0.63338230000E+00  0.32740000000E+04 -0.58984087000E-05  0.10098029000E-03  0.99999999488E+00
   90 -0.90942330000E+00  0.54447340000E+00  0.32740000000E+04 -0.15040660000E-03 -0.14851593000E-03  0.99999997766E+00
