0.0005 0
0.0015 0
0.0025 0
0.0035 0
0.0045 6.52614e-06
0.0055 0
0.0065 0
0.0075 0
0.0085 0
0.0095 0
0.0105 0
0.0115 0
0.0125 0
0.0135 0
0.0145 0
0.0155 1.95784e-05
0.0165 6.52614e-06
0.0175 9.13659e-05
0.0185 0.000195784
0.0195 0.000358938
0.0205 0.000678718
0.0215 0.00112902
0.0225 0.00164459
0.0235 0.0021471
0.0245 0.00271487
0.0255 0.00384389
0.0265 0.00468577
0.0275 0.00538406
0.0285 0.00662403
0.0295 0.00717222
0.0305 0.00809894
0.0315 0.00920185
0.0325 0.009489
0.0335 0.010494
0.0345 0.0108073
0.0355 0.011349
0.0365 0.0116426
0.0375 0.0127586
0.0385 0.0129413
0.0395 0.0128173
0.0405 0.0134699
0.0415 0.0135809
0.0425 0.0136462
0.0435 0.0130588
0.0445 0.0135809
0.0455 0.0140899
0.0465 0.0144293
0.0475 0.0137506
0.0485 0.0133982
0.0495 0.0139137
0.0505 0.0138419
0.0515 0.0139986
0.0525 0.0135352
0.0535 0.0132481
0.0545 0.013111
0.0555 0.0129152
0.0565 0.0130523
0.0575 0.0130262
0.0585 0.0450565
0.0595 0.0696274
0.0605 0.0121256
0.0615 0.0118906
0.0625 0.0114207
0.0635 0.0110031
0.0645 0.0115382
0.0655 0.0108138
0.0665 0.0110031
0.0675 0.0324153
0.0685 0.0104549
0.0695 0.0156954
0.0705 0.00799452
0.0715 0.00829472
0.0725 0.00751811
0.0735 0.0074398
0.0745 0.00747243
0.0755 0.00709391
0.0765 0.0073158
0.0775 0.00739411
0.0785 0.00711349
0.0795 0.00698297
0.0805 0.0068916
0.0815 0.00670887
0.0825 0.00664361
0.0835 0.00629772
0.0845 0.00617373
0.0855 0.00594531
0.0865 0.00607583
0.0875 0.00604973
0.0885 0.00609541
0.0895 0.00578868
0.0905 0.00612152
0.0915 0.00530575
0.0925 0.00568427
0.0935 0.00547543
0.0945 0.00550806
0.0955 0.00538406
0.0965 0.00533838
0.0975 0.00537101
0.0985 0.00503818
0.0995 0.0048946
0.1005 0.00492723
0.1015 0.00465966
0.1025 0.00454219
0.1035 0.00464661
0.1045 0.00465966
0.1055 0.0043203
0.1065 0.00441819
0.1075 0.00388958
0.1085 0.00379169
0.1095 0.00367422
0.1105 0.00371337
0.1115 0.00413104
0.1125 0.003746
0.1135 0.00376558
0.1145 0.00326307
0.1155 0.00352411
0.1165 0.0034719
0.1175 0.00322391
0.1185 0.00348496
0.1195 0.00321086
0.1205 0.00305423
0.1215 0.00323696
0.1225 0.00297592
0.1235 0.00297592
0.1245 0.00278013
0.1255 0.0027214
0.1265 0.00275403
0.1275 0.00281277
0.1285 0.0025974
0.1295 0.00266919
0.1305 0.00254519
0.1315 0.0022711
0.1325 0.00235594
0.1335 0.00235594
0.1345 0.0021732
0.1355 0.00214057
0.1365 0.00210794
0.1375 0.0021471
0.1385 0.00167722
0.1395 0.00181427
0.1405 0.00176858
0.1415 0.00174248
0.1425 0.0016968
0.1435 0.00180774
0.1445 0.00166416
0.1455 0.00161196
0.1465 0.00152712
0.1475 0.00150754
0.1485 0.00161848
0.1495 0.00121386
0.1505 0.00139007
0.1515 0.00124649
0.1525 0.0011225
0.1535 0.00125302
0.1545 0.00110292
0.1555 0.0011225
0.1565 0.00106376
0.1575 0.00123344
0.1585 0.000952816
0.1595 0.000835346
0.1605 0.000848398
0.1615 0.000704823
0.1625 0.000665666
0.1635 0.000691771
0.1645 0.000678718
0.1655 0.000600405
0.1665 0.000691771
0.1675 0.000724401
0.1685 0.0005743
0.1695 0.000437251
0.1705 0.000424199
0.1715 0.000417673
0.1725 0.00028715
0.1735 0.000332833
0.1745 0.000234941
0.1755 0.000221889
0.1765 0.000150101
0.1775 0.000110944
0.1785 6.52614e-05
0.1795 1.95784e-05
