---- GSMATE    1 "HYDROGEN            "   0.10100000E+01   0.10000000E+01   0.70799999E-01   0.86500000E+03  0
---- GSMATE    2 "DEUTERIUM           "   0.20100000E+01   0.10000000E+01   0.16200000E+00   0.75700000E+03  0
---- GSMATE    3 "HELIUM              "   0.40000000E+01   0.20000000E+01   0.12500000E+00   0.75500000E+03  0
---- GSMATE    4 "LITHIUM             "   0.69400001E+01   0.30000000E+01   0.53399998E+00   0.15500000E+03  0
---- GSMATE    5 "BERILLIUM           "   0.90100002E+01   0.40000000E+01   0.18480000E+01   0.35299999E+02  0
---- GSMATE    6 "CARBON              "   0.12010000E+02   0.60000000E+01   0.22650001E+01   0.18799999E+02  0
---- GSMATE    7 "NITROGEN            "   0.14010000E+02   0.70000000E+01   0.80800003E+00   0.44500000E+02  0
---- GSMATE    8 "NEON                "   0.20180000E+02   0.10000000E+02   0.12070000E+01   0.24000000E+02  0
---- GSMATE    9 "ALUMINIUM           "   0.26980000E+02   0.13000000E+02   0.27000000E+01   0.88999996E+01  0
---- GSMATE   10 "IRON                "   0.55849998E+02   0.26000000E+02   0.78699999E+01   0.17600000E+01  0
---- GSMATE   11 "COPPER              "   0.63540001E+02   0.29000000E+02   0.89600000E+01   0.14299999E+01  0
---- GSMATE   12 "TUNGSTEN            "   0.18385001E+03   0.74000000E+02   0.19299999E+02   0.34999999E+00  0
---- GSMATE   13 "LEAD                "   0.20719000E+03   0.82000000E+02   0.11350000E+02   0.56000000E+00  0
---- GSMATE   14 "URANIUM             "   0.23803000E+03   0.92000000E+02   0.18950001E+02   0.31999999E+00  0
---- GSMATE   15 "AIR                 "   0.14610000E+02   0.73000002E+01   0.12050000E-02   0.30423240E+05  0
---- GSMATE   16 "VACUUM              "   0.10000000E-15   0.10000000E-15   0.10000000E-15   0.10000000E+17  0
---- GSMIXT   17 "svt-Shield          "   0.16785001E+01   2   0.12011000E+02   0.26981539E+02   0.60000000E+01   0.13000000E+02   0.87180001E+00   0.12819999E+00
---- GSMATE   18 "svt-Aluminum        "   0.26981539E+02   0.13000000E+02   0.27000000E+01   0.88756104E+01  0
---- GSMATE   19 "svt-Resin           "   0.13060000E+02   0.60000000E+01   0.11600000E+01   0.31594828E+02  0
---- GSMATE   20 "svt-Silicon         "   0.28085501E+02   0.14000000E+02   0.23299999E+01   0.93496084E+01  0
---- GSMIXT   21 "svt-Berg            "   0.22000000E+01   4   0.63546001E+02   0.65389999E+02   0.20720000E+03   0.55847000E+02   0.29000000E+02   0.30000000E+02   0.82000000E+02   0.26000000E+02   0.61500001E+00   0.36000001E+00   0.20000000E-01   0.49999999E-02
---- GSMIXT   22 "svt-Water           "   0.10000000E+01   2   0.10079401E+01   0.15999400E+02   0.10000000E+01   0.80000000E+01   0.11189836E+00   0.88810170E+00
---- GSMIXT   23 "svt-Brass           "   0.82299995E+01   4   0.63546001E+02   0.65389999E+02   0.20720000E+03   0.55847000E+02   0.29000000E+02   0.30000000E+02   0.82000000E+02   0.26000000E+02   0.61500001E+00   0.36000001E+00   0.20000000E-01   0.49999999E-02
---- GSMIXT   24 "svt-Air             "   0.12900000E-02   2   0.14006740E+02   0.15999400E+02   0.70000000E+01   0.80000000E+01   0.73699999E+00   0.26300001E+00
---- GSMIXT   25 "svt-AlN             "   0.32800000E+01   2   0.26981539E+02   0.14006740E+02   0.13000000E+02   0.70000000E+01   0.66000003E+00   0.34000000E+00
---- GSMATE   26 "svt-Kapton          "   0.12011000E+02   0.60000000E+01   0.14200000E+01   0.29927940E+02  0
---- GSMIXT   27 "svt-KaptCu          "   0.33862000E+01   2   0.12011000E+02   0.63546001E+02   0.60000000E+01   0.29000000E+02   0.31000000E+00   0.69000000E+00
---- GSMATE   28 "svt-Hardner         "   0.13060000E+02   0.60000000E+01   0.10100000E+01   0.41940594E+02  0
---- GSMIXT   29 "svt-Kevlar          "   0.16000000E+01   3   0.12011000E+02   0.13060000E+02   0.13060000E+02   0.60000000E+01   0.60000000E+01   0.60000000E+01   0.60000002E+00   0.28000000E+00   0.12000000E+00
---- GSMATE   30 "svt-CFiber          "   0.12011000E+02   0.60000000E+01   0.15900000E+01   0.26728094E+02  0
---- GSMIXT   31 "svt-Epoxy           "   0.11100000E+01   2   0.13060000E+02   0.13060000E+02   0.60000000E+01   0.60000000E+01   0.69999999E+00   0.30000001E+00
---- GSTMED    1 "BB Detector         " 15  0  2   0.15000000E+02   0.10000000E+02  -0.10000000E+01  -0.10000000E+01   0.99999998E-02  -0.10000000E+01  0
---- GSTMED    2 "silicon-mother      " 24  0  2   0.15000000E+02   0.10000000E+01  -0.10000000E+01  -0.10000000E+01   0.99999998E-02  -0.10000000E+01  0
---- GSTMED    3 "silicon-detectors   " 20  1  2   0.15000000E+02   0.10000000E+01  -0.10000000E+01  -0.10000000E+01   0.99999997E-04  -0.10000000E+01  0
---- GSTMED    4 "inert-silicon       " 20  0  2   0.15000000E+02   0.10000000E+01  -0.10000000E+01  -0.10000000E+01   0.99999997E-04  -0.10000000E+01  0
---- GSTMED    5 "kapton              " 27  0  2   0.15000000E+02   0.10000000E+01  -0.10000000E+01  -0.10000000E+01   0.99999997E-04  -0.10000000E+01  0
---- GSTMED    6 "support-material    " 29  0  2   0.15000000E+02   0.10000000E+01  -0.10000000E+01  -0.10000000E+01   0.99999998E-02  -0.10000000E+01  0
---- GSTMED    7 "rohacell            " 30  0  2   0.15000000E+02   0.10000000E+01  -0.10000000E+01  -0.10000000E+01   0.99999998E-02  -0.10000000E+01  0
---- GSTMED    8 "electronics         " 20  0  2   0.15000000E+02   0.10000000E+01  -0.10000000E+01  -0.10000000E+01   0.10000000E-02  -0.10000000E+01  0
---- GSTMED    9 "AlN-sub             " 25  0  2   0.15000000E+02   0.10000000E+01  -0.10000000E+01  -0.10000000E+01   0.10000000E-02  -0.10000000E+01  0
---- GSTMED   10 "bushing             " 23  0  2   0.15000000E+02   0.10000000E+01  -0.10000000E+01  -0.10000000E+01   0.10000000E-02  -0.10000000E+01  0
---- GSTMED   11 "water               " 22  0  2   0.15000000E+02   0.10000000E+01  -0.10000000E+01  -0.10000000E+01   0.10000000E-02  -0.10000000E+01  0
---- GSROTM    1   90.00000   95.40000   90.00000    5.40000  180.00000 -129.60001
---- GSROTM    2   90.00000  -84.60000   90.00000    5.40000    0.00000  -39.60000
---- GSROTM    3   90.00000  155.39999   90.00000   65.40000  179.99998  -69.60001
---- GSROTM    4   90.00000  -24.60000   90.00000   65.40000    0.00000   20.40000
---- GSROTM    5   90.00000  215.39999   90.00000  125.40000  179.99998   -9.60000
---- GSROTM    6   90.00000   35.40000   90.00000  125.40000    0.00001   80.40000
---- GSROTM    7   90.00000  275.39999   90.00000  185.39999  179.99998   50.40000
---- GSROTM    8   90.00000   95.39999   90.00000  185.39999    0.00000  140.39999
---- GSROTM    9   90.00000  335.39999   90.00000  245.39999  179.99998  110.39999
---- GSROTM   10   90.00000  155.39999   90.00000  245.39999    0.00001 -159.60002
---- GSROTM   11   90.00000  395.39999   90.00000  305.39999  179.99998  170.39999
---- GSROTM   12   90.00000  215.39999   90.00000  305.39999    0.00001  -99.60001
---- GSROTM   13   90.00000   95.40000   90.00000    5.40000  180.00000 -129.60001
---- GSROTM   14   90.00000  -84.60000   90.00000    5.40000    0.00000  -39.60000
---- GSROTM   15   90.00000  155.39999   90.00000   65.40000  179.99998  -69.60001
---- GSROTM   16   90.00000  -24.60000   90.00000   65.40000    0.00000   20.40000
---- GSROTM   17   90.00000  215.39999   90.00000  125.40000  179.99998   -9.60000
---- GSROTM   18   90.00000   35.40000   90.00000  125.40000    0.00001   80.40000
---- GSROTM   19   90.00000  275.39999   90.00000  185.39999  179.99998   50.40000
---- GSROTM   20   90.00000   95.39999   90.00000  185.39999    0.00000  140.39999
---- GSROTM   21   90.00000  335.39999   90.00000  245.39999  179.99998  110.39999
---- GSROTM   22   90.00000  155.39999   90.00000  245.39999    0.00001 -159.60002
---- GSROTM   23   90.00000  395.39999   90.00000  305.39999  179.99998  170.39999
---- GSROTM   24   90.00000  215.39999   90.00000  305.39999    0.00001  -99.60001
---- GSROTM   25   90.00000   95.40000   90.00000    5.40000  180.00000 -129.60001
---- GSROTM   26   90.00000  -84.60000   90.00000    5.40000    0.00000  -39.60000
---- GSROTM   27   90.00000  155.39999   90.00000   65.40000  179.99998  -69.60001
---- GSROTM   28   90.00000  -24.60000   90.00000   65.40000    0.00000   20.40000
---- GSROTM   29   90.00000  215.39999   90.00000  125.40000  179.99998   -9.60000
---- GSROTM   30   90.00000   35.40000   90.00000  125.40000    0.00001   80.40000
---- GSROTM   31   90.00000  275.39999   90.00000  185.39999  179.99998   50.40000
---- GSROTM   32   90.00000   95.39999   90.00000  185.39999    0.00000  140.39999
---- GSROTM   33   90.00000  335.39999   90.00000  245.39999  179.99998  110.39999
---- GSROTM   34   90.00000  155.39999   90.00000  245.39999    0.00001 -159.60002
---- GSROTM   35   90.00000  395.39999   90.00000  305.39999  179.99998  170.39999
---- GSROTM   36   90.00000  215.39999   90.00000  305.39999    0.00001  -99.60001
---- GSROTM   37   90.00000  101.25000   62.00000   11.25000  152.00000   11.25000
---- GSROTM   38   90.00000  101.25000   90.00000   11.25000  180.00000 -123.75000
---- GSROTM   39   90.00000  -78.75000   90.00000   11.25000    0.00000  -33.75000
---- GSROTM   40   90.00000  -78.75000  117.00000   11.25000   26.99999   11.25000
---- GSROTM   41   90.00000  123.75000   62.00000   33.75000  152.00000   33.74999
---- GSROTM   42   90.00000  123.75000   90.00000   33.75000  180.00000 -101.25000
---- GSROTM   43   90.00000  -56.25000   90.00000   33.75000    0.00000  -11.25000
---- GSROTM   44   90.00000  -56.25000  117.00000   33.75000   26.99999   33.75000
---- GSROTM   45   90.00000  146.25000   62.00000   56.25000  152.00000   56.25000
---- GSROTM   46   90.00000  146.25000   90.00000   56.25000  180.00000  -78.75000
---- GSROTM   47   90.00000  -33.75000   90.00000   56.25000    0.00000   11.25000
---- GSROTM   48   90.00000  -33.75000  117.00000   56.25000   26.99999   56.25000
---- GSROTM   49   90.00000  168.75000   62.00000   78.75000  152.00000   78.75000
---- GSROTM   50   90.00000  168.75000   90.00000   78.75000  180.00000  -56.25000
---- GSROTM   51   90.00000  -11.25000   90.00000   78.75000    0.00000   33.75000
---- GSROTM   52   90.00000  -11.25000  117.00000   78.75000   26.99999   78.74999
---- GSROTM   53   90.00000  191.25000   62.00000  101.25000  152.00000  101.24999
---- GSROTM   54   90.00000  191.25000   90.00000  101.25000  180.00000  -33.75000
---- GSROTM   55   90.00000   11.25000   90.00000  101.25000    0.00000   56.25000
---- GSROTM   56   90.00000   11.25000  117.00000  101.25000   26.99999  101.25000
---- GSROTM   57   90.00000  213.75000   62.00000  123.75000  152.00000  123.75000
---- GSROTM   58   90.00000  213.75000   90.00000  123.75000  179.99998  -11.25000
---- GSROTM   59   90.00000   33.75000   90.00000  123.75000    0.00001   78.75000
---- GSROTM   60   90.00000   33.75000  117.00000  123.75000   26.99999  123.75000
---- GSROTM   61   90.00000  236.25000   62.00000  146.25000  152.00000  146.24998
---- GSROTM   62   90.00000  236.25000   90.00000  146.25000  179.99998   11.25000
---- GSROTM   63   90.00000   56.25000   90.00000  146.25000    0.00001  101.25000
---- GSROTM   64   90.00000   56.25000  117.00000  146.25000   26.99999  146.25000
---- GSROTM   65   90.00000  258.75000   62.00000  168.75000  152.00000  168.75000
---- GSROTM   66   90.00000  258.75000   90.00000  168.75000  180.00000   33.75000
---- GSROTM   67   90.00000   78.75000   90.00000  168.75000    0.00000  123.75000
---- GSROTM   68   90.00000   78.75000  117.00000  168.75000   26.99999  168.75000
---- GSROTM   69   90.00000  281.25000   62.00000  191.25000  152.00000 -168.75000
---- GSROTM   70   90.00000  281.25000   90.00000  191.25000  179.99998   56.25000
---- GSROTM   71   90.00000  101.25000   90.00000  191.25000    0.00001  146.25000
---- GSROTM   72   90.00000  101.25000  117.00000  191.25000   26.99999 -168.75000
---- GSROTM   73   90.00000  303.75000   62.00000  213.75000  152.00000 -146.25002
---- GSROTM   74   90.00000  303.75000   90.00000  213.75000  179.99998   78.75000
---- GSROTM   75   90.00000  123.75000   90.00000  213.75000    0.00001  168.75000
---- GSROTM   76   90.00000  123.75000  117.00000  213.75000   26.99999 -146.25002
