-595	595	-974	54.7179
595	595	-974	6.58081
0	0	-974	89.5335
-595	-595	-974	67.4137
595	-595	-974	46.1018
0	595	-904.5	-88.5806
-595	0	-904.5	85.7389
595	0	-904.5	-39.2615
0	-595	-904.5	-62.7356
-595	595	-835	-38.7976
595	595	-835	-50.1027
0	0	-835	-7.52716
-595	-595	-835	-8.12664
595	-595	-835	-12.8751
0	595	-765.5	12.5684
-595	0	-765.5	0.914923
595	0	-765.5	-48.2421
0	-595	-765.5	74.3888
-595	595	-696	-5.75298
595	595	-696	89.4979
0	0	-696	52.0904
-595	-595	-696	-43.2358
0	595	-626.5	20.0059
-595	0	-626.5	15.4178
595	0	-626.5	-81.0556
0	-595	-626.5	34.1038
-595	595	-557	-73.24
595	595	-557	-28.8435
0	0	-557	-56.2952
-595	-595	-557	72.4025
595	-595	-557	-38.9959
0	595	-487.5	88.4227
-595	0	-487.5	-11.0167
595	0	-487.5	-39.4624
0	-595	-487.5	65.8364
-595	595	-418	-54.9149
595	595	-418	-38.043
0	0	-418	61.5753
-595	-595	-418	-4.17639
595	-595	-418	-10.7786
0	595	-348.5	-67.2223
-595	0	-348.5	35.7209
595	0	-348.5	71.6942
0	-595	-348.5	14.651
-595	595	-279	-67.1541
595	595	-279	-5.73744
0	0	-279	-74.434
-595	-595	-279	-25.3963
595	-595	-279	-21.3487
0	595	-209.5	9.81297
-595	0	-209.5	-25.8984
595	0	-209.5	-59.2583
0	-595	-209.5	56.5772
-595	595	-140	84.1074
595	595	-140	46.1596
0	0	-140	65.5216
-595	-595	-140	28.2113
595	-595	-140	62.9196
0	595	-70.5	-53.322
-595	0	-70.5	61.9161
595	0	-70.5	45.3221
0	-595	-70.5	-2.31785
-595	595	-1	60.3388
595	595	-1	-55.6946
0	0	-1	48.2197
-595	-595	-1	36.1752
595	-595	-1	-20.6095
0	595	68.5	-79.8233
-595	0	68.5	7.75054
595	0	68.5	65.2141
0	-595	68.5	-0.601888
-595	595	138	30.5282
595	595	138	10.9351
0	0	138	-18.9077
-595	-595	138	-44.8207
595	-595	138	33.7809
0	595	207.5	65.3549
-595	0	207.5	-29.2548
595	0	207.5	-81.6154
0	-595	207.5	-45.9938
-595	595	277	70.5582
595	595	277	-17.5138
0	0	277	-15.252
-595	-595	277	37.1354
595	-595	277	-23.4063
0	595	346.5	-59.0925
-595	0	346.5	12.6569
0	-595	346.5	-85.1951
-595	595	416	-86.1729
595	595	416	49.335
0	0	416	66.721
-595	-595	416	49.1492
595	-595	416	-42.9829
0	595	485.5	37.0598
-595	0	485.5	83.4546
595	0	485.5	-84.7631
0	-595	485.5	-16.7649
-595	595	555	-27.1549
595	595	555	-74.5864
0	0	555	80.9856
-595	-595	555	-51.9408
595	-595	555	14.8117
0	595	624.5	21.5138
-595	0	624.5	48.9943
595	0	624.5	85.904
0	-595	624.5	66.6931
-595	595	694	-7.2248
595	595	694	61.2589
0	0	694	-52.5617
-595	-595	694	1.15984
595	-595	694	-74.7349
0	595	763.5	-72.0035
-595	0	763.5	73.6461
595	0	763.5	0.0130892
0	-595	763.5	55.1319
-595	595	833	-39.7602
595	595	833	30.9206
0	0	833	-22.2112
595	-595	833	-34.9553
0	595	902.5	34.7477
-595	0	902.5	-62.8762
595	0	902.5	-58.2343
0	-595	902.5	-6.10307
-595	595	972	-15.8591
595	595	972	68.8256
0	0	972	-12.6485
-595	-595	972	-10.6222
595	-595	972	-37.9393
