-930	930	-1309	55.333
-930	130	-1309	-79.2362
-930	-670	-1309	37.9357
-165	670	-1309	79.201
-165	-130	-1309	48.8258
-165	-930	-1309	-54.7893
600	930	-1309	52.9173
600	130	-1309	56.3859
600	-670	-1309	-4.56687
930	670	-1229.7	-30.8573
930	-130	-1229.7	11.912
930	-930	-1229.7	3.92534
165	930	-1229.7	17.4958
165	130	-1229.7	77.5247
165	-670	-1229.7	52.4241
-600	670	-1229.7	-53.7757
-600	-130	-1229.7	-65.8354
-600	-930	-1229.7	26.8544
-930	930	-1150.4	-74.5127
-930	130	-1150.4	-32.3654
-930	-670	-1150.4	-74.19
-165	670	-1150.4	-70.4021
-165	-130	-1150.4	-25.1073
-165	-930	-1150.4	-88.1986
600	930	-1150.4	-61.5766
600	130	-1150.4	-14.6131
600	-670	-1150.4	-31.6814
930	670	-1071.1	56.1996
930	-130	-1071.1	-22.9625
930	-930	-1071.1	37.2668
165	930	-1071.1	-34.9916
165	130	-1071.1	-57.6294
165	-670	-1071.1	48.0306
-600	670	-1071.1	-87.0559
-600	-130	-1071.1	-68.4284
-600	-930	-1071.1	6.85637
-930	930	-991.8	-51.8453
-930	130	-991.8	74.4888
-930	-670	-991.8	-26.7578
-165	670	-991.8	33.5879
-165	-130	-991.8	-46.3684
-165	-930	-991.8	75.1543
600	930	-991.8	-52.4868
600	130	-991.8	61.1273
600	-670	-991.8	62.6789
930	670	-912.5	89.9373
930	-130	-912.5	-82.6484
930	-930	-912.5	86.8435
165	930	-912.5	26.7917
165	130	-912.5	-67.1611
165	-670	-912.5	-35.5219
-600	670	-912.5	42.6017
-600	-130	-912.5	-47.5632
-600	-930	-912.5	29.3708
-930	930	-833.2	44.4032
-930	130	-833.2	-19.1398
-930	-670	-833.2	-75.2423
-165	670	-833.2	-77.2783
-165	-130	-833.2	-52.9402
-165	-930	-833.2	-8.20476
600	930	-833.2	49.9885
600	130	-833.2	2.0682
600	-670	-833.2	24.1658
930	670	-753.9	8.01906
930	-130	-753.9	5.01229
930	-930	-753.9	45.7374
165	930	-753.9	-75.1246
165	130	-753.9	43.167
165	-670	-753.9	30.2262
-600	670	-753.9	-11.8823
-600	-130	-753.9	-13.2451
-600	-930	-753.9	73.8577
-930	930	-674.6	-26.7281
-930	130	-674.6	24.2681
-930	-670	-674.6	44.9851
-165	670	-674.6	-54.0492
-165	-130	-674.6	24.2054
-165	-930	-674.6	52.3367
600	930	-674.6	-57.2057
600	130	-674.6	-39.0029
600	-670	-674.6	75.1756
930	670	-595.3	-2.72758
930	-130	-595.3	-86.4011
930	-930	-595.3	-62.3876
165	930	-595.3	-63.3568
165	130	-595.3	48.002
165	-670	-595.3	8.47267
-600	670	-595.3	-48.5991
-600	-130	-595.3	60.7238
-600	-930	-595.3	45.5325
-930	930	-516	33.1962
-930	130	-516	20.7123
-930	-670	-516	-42.3993
-165	670	-516	-32.638
-165	-130	-516	-61.2687
-165	-930	-516	52.613
600	930	-516	-76.9007
600	130	-516	-46.3932
600	-670	-516	5.78002
930	670	-436.7	43.3255
930	-130	-436.7	31.7245
930	-930	-436.7	82.5349
165	930	-436.7	27.1832
165	130	-436.7	-85.0036
165	-670	-436.7	16.803
-600	670	-436.7	-17.8317
-600	-130	-436.7	-49.0528
-600	-930	-436.7	-48.9916
-930	930	-357.4	-55.495
-930	130	-357.4	-16.2585
-930	-670	-357.4	2.00552
-165	670	-357.4	-70.3194
-165	-130	-357.4	71.0139
-165	-930	-357.4	5.60437
600	930	-357.4	-42.7069
600	130	-357.4	-82.3428
600	-670	-357.4	-36.3936
930	670	-278.1	55.7657
930	-130	-278.1	-40.9419
930	-930	-278.1	-65.6699
165	930	-278.1	11.2982
165	130	-278.1	82.2542
165	-670	-278.1	45.0424
-600	670	-278.1	58.8989
-600	-130	-278.1	-40.3838
-600	-930	-278.1	73.7738
-930	930	-198.8	21.512
-930	130	-198.8	-27.2845
-930	-670	-198.8	-62.6194
-165	670	-198.8	-62.708
-165	-130	-198.8	-73.959
-165	-930	-198.8	59.105
600	930	-198.8	-70.1731
600	130	-198.8	43.2243
600	-670	-198.8	64.1014
930	670	-119.5	36.6299
