1.0023	402.5346665
1.0162	402.3545875
1.0304	402.1673722
1.0447	401.975492
1.0592	401.7774513
1.0739	401.5730699
1.0888	401.3621637
1.104	401.1462158
1.1193	400.932982
1.1349	400.721595
1.1506	400.514784
1.1666	400.3099184
1.1828	400.1083045
1.1993	399.908735
1.2159	399.7136256
1.2328	399.5206118
1.25	399.3297506
1.2674	399.1421739
1.285	398.9578674
1.3028	398.7768143
1.3209	398.5980083
1.3393	398.4214863
1.3579	398.2482123
1.3768	398.0772578
1.3959	397.9095276
1.4153	397.7441402
1.435	397.581116
1.4549	397.4212757
1.4751	397.2638065
1.4956	397.1087207
1.5164	396.9560274
1.5375	396.8057324
1.5589	396.6578399
1.5805	396.5130214
1.6025	396.369936
1.6248	396.2292514
1.6473	396.0915731
1.6702	395.95567
1.6934	395.8221459
1.717	395.6904314
1.7408	395.5616296
1.765	395.4346441
1.7896	395.309492
1.8144	395.1871725
1.8397	395.0661999
1.8652	394.948004
1.8911	394.8316355
1.9174	394.7170977
1.9441	394.604395
1.9711	394.4939362
1.9985	394.3852976
2.0263	394.2784762
2.0544	394.1738386
2.083	394.070615
2.1119	393.9695191
2.1413	393.8698591
2.171	393.7723021
2.2012	393.6761799
2.2318	393.5818056
2.2628	393.4891637
2.2942	393.3982388
2.3261	393.3087329
2.3585	393.2206446
2.3912	393.1344991
2.4245	393.0494938
2.4582	392.9661337
2.4923	392.8843959
2.527	392.8037918
2.5621	392.7247793
2.5977	392.6471162
2.6338	392.5707888
2.6704	392.4957865
2.7075	392.4220955
2.7451	392.3497009
2.7833	392.2784025
2.822	392.2083761
2.8612	392.1396066
2.9009	392.072076
2.9412	392.0055987
2.9821	391.9401683
3.0236	391.8757754
3.0656	391.8125604
3.1082	391.7503578
3.1514	391.6891545
3.1952	391.6289371
3.2396	391.5696922
3.2846	391.5114062
3.3303	391.4539399
3.3765	391.3975292
3.4235	391.3417955
3.471	391.2870828
3.5193	391.2330312
3.5682	391.1798545
3.6178	391.1274299
3.6681	391.0757454
3.719	391.0248887
3.7707	390.9746474
3.8231	390.9251083
3.8762	390.8762578
3.9301	390.8279923
3.9847	390.7803893
4.0401	390.7333497
4.0963	390.6868626
4.1532	390.6409976
4.2109	390.5956605
4.2694	390.5508399
4.3288	390.506449
4.3889	390.4626245
4.4499	390.419208
4.5118	390.3761895
4.5745	390.3336266
4.638	390.2915062
4.7025	390.249614
4.7678	390.2080684
4.8341	390.1668027
4.9013	390.1258687
4.9694	390.0852545
5.0385	390.0448895
5.1085	390.004821
5.1795	389.9649807
5.2515	389.9253576
5.3244	389.8859949
5.3984	389.8467736
5.4735	389.8076844
5.5495	389.7688202
5.6266	389.7300665
5.7048	389.6914133
5.7841	389.6528506
5.8645	389.6143678
5.946	389.5759541
6.0286	389.5375981
6.1124	389.4992429
6.1974	389.4608789
6.2835	389.4225403
6.3708	389.3841713
6.4594	389.3457186
6.5491	389.3072577
6.6401	389.2686921
6.7324	389.2300118
6.826	389.1912065
6.9209	389.1522661
7.017	389.11322
7.1146	389.073936
7.2134	389.0345246
7.3137	388.9948558
7.4153	388.9549981
7.5184	388.9148633
7.6229	388.8744797
7.7288	388.8338358
7.8362	388.7928829
7.9451	388.7516111
8.0555	388.7100101
8.1675	388.6680316
8.281	388.6257024
8.3961	388.5829743
8.5128	388.5398368
8.6311	388.4962799
8.751	388.4522932
8.8726	388.407829
8.9959	388.3628765
9.1209	388.3174256
9.2477	388.2714296
9.3762	388.2249137
9.5065	388.1778317
9.6386	388.1301736
9.7726	388.0818926
9.9084	388.0330137
10.046	387.9835273
10.186	387.9332076
10.327	387.882547
10.471	387.8308169
10.616	387.7787259
