Sensitive Detector-Voxels. Total number of events, [mm]->centreX centreY centreZ HalfSizeX HalfSizeY HalfSizeZ minX maxX, minY maxY, minZ maxZ, Dx, Dy, Dz, nX, nY, nZ: 
1902	0	0	0	150	150	150	-150	150	-150	150	-150	150	1.5	1.5	1.5	100	100	100
Number of physical volumes: 2
G4_WATER	1
G4_Galactic	2
Phys Volume x [mm], y [mm], z [mm], ix, iy, iz, Dose [Gy], Dose2 [Gy^2], nEvents
1	-127.5	-34.5	103.5	7	38	84	1.61164e-09	6.76488e-19	5
1	-115.5	-16.5	34.5	11	44	61	3.78728e-09	2.01615e-18	8
1	-115.5	109.5	70.5	11	86	73	5.62952e-11	3.16007e-21	2
1	-115.5	118.5	67.5	11	89	72	2.59662e-11	6.69883e-22	2
1	-112.5	-55.5	67.5	12	31	72	3.42713e-10	1.17394e-19	2
1	-112.5	-52.5	67.5	12	32	72	1.8026e-10	3.24647e-20	2
1	-106.5	52.5	-58.5	14	67	30	1.05089e-10	1.10436e-20	1
1	-106.5	76.5	124.5	14	75	91	1.06671e-10	1.13786e-20	1
1	-103.5	112.5	70.5	15	87	73	4.84936e-11	2.33487e-21	2
1	-103.5	121.5	85.5	15	90	78	2.00295e-10	4.01182e-20	1
1	-97.5	142.5	52.5	17	97	67	3.04297e-11	7.52263e-22	2
1	-94.5	-127.5	10.5	18	7	53	9.14266e-10	3.54294e-19	4
1	-94.5	-46.5	145.5	18	34	98	7.4541e-11	5.55636e-21	1
1	-91.5	-133.5	16.5	19	5	55	3.38734e-10	1.14684e-19	2
1	-91.5	16.5	148.5	19	55	99	2.10948e-09	1.13804e-19	41
1	-88.5	85.5	127.5	20	78	92	3.66019e-11	1.3397e-21	1
1	-88.5	88.5	43.5	20	79	64	2.50037e-11	6.25185e-22	1
1	-88.5	148.5	-43.5	20	99	35	8.42033e-14	7.09019e-27	1
1	-85.5	-97.5	-97.5	21	17	17	5.79425e-11	3.35733e-21	1
1	-82.5	-97.5	-97.5	22	17	17	4.57735e-09	2.62927e-18	10
1	-82.5	130.5	70.5	22	93	73	1.66069e-09	1.0053e-18	4
1	-82.5	130.5	73.5	22	93	74	9.05744e-11	8.20372e-21	1
1	-79.5	103.5	31.5	23	84	60	2.34135e-09	9.96062e-19	7
1	-79.5	148.5	52.5	23	99	67	8.07616e-14	6.52243e-27	1
1	-76.5	52.5	34.5	24	67	61	2.26708e-09	1.10078e-18	5
1	-76.5	55.5	34.5	24	68	61	4.70565e-10	2.21352e-19	2
