2.83000	1.19127052
3.13302	1.19605815
3.43223	1.20025793
3.73195	1.20083716
4.03218	1.20716685
4.33266	1.21503907
4.63289	1.21565336
4.93236	1.22036277
5.23233	1.22640181
5.53231	1.23277227
5.83279	1.23215461
6.13302	1.24313161
6.43248	1.24596279
6.73220	1.25513042
7.03294	1.26001301
7.33291	1.26463577
7.63289	1.27339981
7.93261	1.27515311
8.23283	1.28398706
8.53306	1.28821428
8.83278	1.30024836
9.13225	1.30344739
9.43248	1.31579891
9.73270	1.31956695
10.03268	1.32434253
10.33265	1.33155068
10.63288	1.33944766
10.93311	1.35157211
11.23283	1.35285381
11.53280	1.36276550
11.83303	1.36561297
12.13300	1.37302473
12.43298	1.38263799
12.73270	1.38867732
12.83252	1.38054150
13.03267	1.39479438
13.23308	1.40177768
13.43298	1.40642523
13.63287	1.41399200
13.83277	1.41480223
14.03267	1.42004773
14.23308	1.42990268
14.43272	1.42072265
14.63313	1.43836504
14.83277	1.44989982
15.03267	1.45164569
15.23282	1.46184596
15.43246	1.45760482
15.63287	1.46750956
15.83302	1.47462666
16.03317	1.48009552
16.23282	1.48796321
16.43297	1.49513778
16.63261	1.50246608
16.83302	1.51185142
17.03317	1.51802306
17.23307	1.52801534
17.43297	1.53525124
17.63287	1.54418982
17.83276	1.54492472
18.03317	1.56420970
18.23307	1.57171670
18.43297	1.57647357
18.63286	1.58998638
18.83276	1.59989980
19.03291	1.60548658
19.23281	1.61980560
19.43296	1.62816070
19.63312	1.62944882
19.83301	1.64849308
20.03317	1.64996817
20.23306	1.66863824
20.43271	1.67764099
20.63311	1.69094464
20.83301	1.69526655
21.03316	1.71848564
21.23306	1.72911076
21.43296	1.74527996
21.63311	1.75340963
21.83276	1.77348753
22.03316	1.79104759
22.23128	1.80249281
22.43296	1.82429050
22.63311	1.84183067
22.83250	1.85321256
22.93258	1.86545342
23.03316	1.87446186
23.13273	1.88472760
23.23280	1.89372611
23.33313	1.89757601
23.43296	1.90990539
23.53252	1.92118614
23.63311	1.93062526
23.73217	1.94360545
23.83301	1.95330159
23.93283	1.96520631
24.03290	1.97618096
24.13247	1.98479106
24.23229	2.00200671
24.33288	2.01672462
24.43270	2.02298059
24.53278	2.04096272
24.63311	2.05395612
24.73217	2.06500870
24.83275	2.07972031
24.93283	2.09309829
25.03290	2.10789938
25.13298	2.12531626
25.23204	2.13764160
25.33288	2.15467386
25.43244	2.17851852
25.53303	2.19319304
25.63260	2.21371490
25.73267	2.23175362
25.83275	2.24818581
25.93257	2.26679014
26.03290	2.28681139
26.13196	2.30670460
26.23254	2.32851515
26.33287	2.34634619
26.43270	2.36599401
26.53277	2.39151846
26.63310	2.41427921
26.73242	2.44757978
26.83275	2.47402597
26.93308	2.50065524
27.03315	2.52998366
27.13272	2.56235662
27.23229	2.59075696
27.33262	2.62659453
27.43295	2.66052686
27.53226	2.69742151
27.63158	2.73333509
27.73292	2.77261216
27.83249	2.81621375
27.93307	2.85576240
28.03290	2.90265440
28.13297	2.94925613
28.23279	2.99109855
28.33312	3.03626471
28.43218	3.08289835
28.53302	3.14701438
28.63284	3.21113110
28.73267	3.27978980
28.83223	3.35854342
28.93282	3.43154626
29.03289	3.52010630
29.13272	3.62501730
29.23254	3.74397380
29.33312	3.87054638
29.43269	4.01363438
29.53251	4.18010753
29.63284	4.35492033
29.73241	4.54544455
29.83299	4.74712893
29.93307	4.95624315
30.03238	5.16575517
30.13297	5.16691417
30.23279	5.18690693
30.33287	5.01038238
30.53302	4.81064279
30.63284	4.29339952
30.73266	3.71160520
30.83223	3.10374924
30.93281	2.46022989
31.03314	1.86821525
31.13271	1.31102022
31.23279	0.89458176
31.33286	0.54620642
31.43243	0.32023949
31.53200	0.17508132
31.63309	0.08822773
31.73317	0.04228641
31.83299	0.01774494
31.93281	0.00717772
32.03314	0.00287175
32.13271	0.00133736
32.23253	0.00002863
32.33235	0.00000000
32.43294	0.00000000
32.53251	0.00000000
32.63207	0.00000000
32.73215	0.00000000
32.83223	0.00000000
32.93281	0.00000000
33.03289	0.00000000
33.13271	0.00000000
33.23202	0.00000000
33.33286	-0.00002873
33.43192	-0.00002983
33.53276	0.00000000
33.63258	-0.00002894
33.73266	0.00000000
33.83299	0.00000000
33.93230	0.00000000
34.03263	0.00000000
34.13271	0.00000000
34.23278	0.00000000
34.33286	0.00000000
34.43293	0.00000000
34.53276	0.00000000
34.63283	0.00000000
34.73291	0.00000000
