    1     6.1875     8.1190   16   12 0000
    2     6.9375     8.1190   18   12 0000
    3     6.5625     8.7685   17   13 0000
    4     7.3125     8.7685   19   13 0000
    5     7.6875     8.1190   20   12 0001
    6     8.4375     8.1190   22   12 0001
    7     8.0625     8.7685   21   13 0001
    8     8.8125     8.7685   23   13 0001
    9     6.1875     9.4180   16   14 0002
   10     6.9375     9.4180   18   14 0002
   11     6.5625    10.0675   17   15 0002
   12     7.3125    10.0675   19   15 0002
   13     7.6875     9.4180   20   14 0003
   14     8.4375     9.4180   22   14 0003
   15     8.0625    10.0675   21   15 0003
   16     8.8125    10.0675   23   15 0003
   17     6.1875    10.7171   16   16 0004
   18     6.9375    10.7171   18   16 0004
   19     6.5625    11.3666   17   17 0004
   20     7.3125    11.3666   19   17 0004
   21     7.6875    10.7171   20   16 0004
   22     8.4375    10.7171   22   16 0004
   23     8.0625    11.3666   21   17 0004
   24     8.8125    11.3666   23   17 0004
   25     6.1875    12.0161   16   18 0004
   26     6.9375    12.0161   18   18 0004
   27     6.5625    12.6656   17   19 0004
   28     7.3125    12.6656   19   19 0004
   29     7.6875    12.0161   20   18 0004
   30     8.4375    12.0161   22   18 0004
   31     8.0625    12.6656   21   19 0004
   32     8.8125    12.6656   23   19 0004
   33     9.1875    10.7171   24   16 0005
   34     9.9375    10.7171   26   16 0005
   35     9.5625    11.3666   25   17 0005
   36    10.3125    11.3666   27   17 0005
   37    10.6875    10.7171   28   16 0005
   38    11.4375    10.7171   30   16 0005
   39    11.0625    11.3666   29   17 0005
   40    11.8125    11.3666   31   17 0005
   41     9.1875    12.0161   24   18 0005
   42     9.9375    12.0161   26   18 0005
   43     9.5625    12.6656   25   19 0005
   44    10.3125    12.6656   27   19 0005
   45    10.6875    12.0161   28   18 0005
   46    11.4375    12.0161   30   18 0005
   47    11.0625    12.6656   29   19 0005
   48    11.8125    12.6656   31   19 0005
   49     6.1875    13.3151   16   20 0006
   50     6.9375    13.3151   18   20 0006
   51     6.5625    13.9647   17   21 0006
   52     7.3125    13.9647   19   21 0006
   53     7.6875    13.3151   20   20 0006
   54     8.4375    13.3151   22   20 0006
   55     8.0625    13.9647   21   21 0006
   56     8.8125    13.9647   23   21 0006
   57     6.1875    14.6142   16   22 0006
   58     6.9375    14.6142   18   22 0006
   59     6.5625    15.2637   17   23 0006
   60     7.3125    15.2637   19   23 0006
   61     7.6875    14.6142   20   22 0006
   62     8.4375    14.6142   22   22 0006
   63     8.0625    15.2637   21   23 0006
   64     8.8125    15.2637   23   23 0006
   65     9.1875    13.3151   24   20 0007
   66     9.9375    13.3151   26   20 0007
   67     9.5625    13.9647   25   21 0007
   68    10.3125    13.9647   27   21 0007
   69    10.6875    13.3151   28   20 0007
   70    11.4375    13.3151   30   20 0007
   71    11.0625    13.9647   29   21 0007
   72    11.8125    13.9647   31   21 0007
   73     9.1875    14.6142   24   22 0007
   74     9.9375    14.6142   26   22 0007
   75     9.5625    15.2637   25   23 0007
   76    10.3125    15.2637   27   23 0007
   77    10.6875    14.6142   28   22 0007
   78    11.4375    14.6142   30   22 0007
   79    11.0625    15.2637   29   23 0007
   80    11.8125    15.2637   31   23 0007
   81     6.1875    15.9132   16   24 0008
   82     6.9375    15.9132   18   24 0008
   83     6.5625    16.5627   17   25 0008
   84     7.3125    16.5627   19   25 0008
   85     7.6875    15.9132   20   24 0008
   86     8.4375    15.9132   22   24 0008
   87     8.0625    16.5627   21   25 0008
   88     8.8125    16.5627   23   25 0008
   89     6.1875    17.2123   16   26 0008
   90     6.9375    17.2123   18   26 0008
   91     6.5625    17.8618   17   27 0008
   92     7.3125    17.8618   19   27 0008
   93     7.6875    17.2123   20   26 0008
   94     8.4375    17.2123   22   26 0008
   95     8.0625    17.8618   21   27 0008
   96     8.8125    17.8618   23   27 0008
   97    12.1875    13.3151   32   20 0009
   98    12.9375    13.3151   34   20 0009
   99    12.5625    13.9647   33   21 0009
  100    13.3125    13.9647   35   21 0009
  101    13.6875    13.3151   36   20 0009
  102    14.4375    13.3151   38   20 0009
  103    14.0625    13.9647   37   21 0009
  104    14.8125    13.9647   39   21 0009
  105    12.1875    14.6142   32   22 0009
  106    12.9375    14.6142   34   22 0009
  107    12.5625    15.2637   33   23 0009
  108    13.3125    15.2637   35   23 0009
  109    13.6875    14.6142   36   22 0009
  110    14.4375    14.6142   38   22 0009
  111    14.0625    15.2637   37   23 0009
  112    14.8125    15.2637   39   23 0009
  113     9.1875    15.9132   24   24 0010
  114     9.9375    15.9132   26   24 0010
  115     9.5625    16.5627   25   25 0010
  116    10.3125    16.5627   27   25 0010
  117    10.6875    15.9132   28   24 0010
  118    11.4375    15.9132   30   24 0010
  119    11.0625    16.5627   29   25 0010
  120    11.8125    16.5627   31   25 0010
  121     9.1875    17.2123   24   26 0010
  122     9.9375    17.2123   26   26 0010
  123     9.5625    17.8618   25   27 0010
  124    10.3125    17.8618   27   27 0010
  125    10.6875    17.2123   28   26 0010
  126    11.4375    17.2123   30   26 0010
  127    11.0625    17.8618   29   27 0010
  128    11.8125    17.8618   31   27 0010
  129     6.1875    18.5113   16   28 0011
  130     6.9375    18.5113   18   28 0011
  131     6.5625    19.1608   17   29 0011
  132     7.3125    19.1608   19   29 0011
  133     7.6875    18.5113   20   28 0011
  134     8.4375    18.5113   22   28 0011
  135     8.0625    19.1608   21   29 0011
  136     8.8125    19.1608   23   29 0011
  137     6.1875    19.8103   16   30 0011
  138     6.9375    19.8103   18   30 0011
  139     6.5625    20.4599   17   31 0011
  140     7.3125    20.4599   19   31 0011
  141     7.6875    19.8103   20   30 0011
  142     8.4375    19.8103   22   30 0011
  143     8.0625    20.4599   21   31 0011
  144     8.8125    20.4599   23   31 0011
  145    12.1875    15.9132   32   24 0012
  146    12.9375    15.9132   34   24 0012
  147    12.5625    16.5627   33   25 0012
  148    13.3125    16.5627   35   25 0012
  149    13.6875    15.9132   36   24 0012
  150    14.4375    15.9132   38   24 0012
  151    14.0625    16.5627   37   25 0012
  152    14.8125    16.5627   39   25 0012
  153    12.1875    17.2123   32   26 0012
  154    12.9375    17.2123   34   26 0012
  155    12.5625    17.8618   33   27 0012
  156    13.3125    17.8618   35   27 0012
  157    13.6875    17.2123   36   26 0012
  158    14.4375    17.2123   38   26 0012
  159    14.0625    17.8618   37   27 0012
  160    14.8125    17.8618   39   27 0012
  161     9.1875    18.5113   24   28 0013
  162     9.9375    18.5113   26   28 0013
  163     9.5625    19.1608   25   29 0013
  164    10.3125    19.1608   27   29 0013
  165    10.6875    18.5113   28   28 0013
  166    11.4375    18.5113   30   28 0013
  167    11.0625    19.1608   29   29 0013
  168    11.8125    19.1608   31   29 0013
