 2352    10.0193     8.8540   24   12 2000
 2353    10.8372     8.8540   26   12 2000
 2354    10.4282     9.5624   25   13 2000
 2355    11.2461     9.5624   27   13 2000
 2356    10.0193    10.2707   24   14 2000
 2357    10.8372    10.2707   26   14 2000
 2358    11.6551     8.8540   28   12 2000
 2359    12.4730     8.8540   30   12 2000
 2360    12.0640     9.5624   29   13 2000
 2361    12.8819     9.5624   31   13 2000
 2362    11.6551    10.2707   28   14 2000
 2363    12.4730    10.2707   30   14 2000
 2364    10.4282    10.9790   25   15 2000
 2365    11.2461    10.9790   27   15 2000
 2366    10.0193    11.6873   24   16 2000
 2367    10.8372    11.6873   26   16 2000
 2368    10.4282    12.3956   25   17 2000
 2369    11.2461    12.3956   27   17 2000
 2370    12.0640    10.9790   29   15 2000
 2371    12.8819    10.9790   31   15 2000
 2372    11.6551    11.6873   28   16 2000
 2373    12.4730    11.6873   30   16 2000
 2374    12.0640    12.3956   29   17 2000
 2375    12.8819    12.3956   31   17 2000
 2376    13.2909     8.8540   32   12 2001
 2377    14.1088     8.8540   34   12 2001
 2378    13.6998     9.5624   33   13 2001
 2379    14.5177     9.5624   35   13 2001
 2380    13.2909    10.2707   32   14 2001
 2381    14.1088    10.2707   34   14 2001
 2382    14.9267     8.8540   36   12 2001
 2383    15.7446     8.8540   38   12 2001
 2384    15.3356     9.5624   37   13 2001
 2385    16.1535     9.5624   39   13 2001
 2386    14.9267    10.2707   36   14 2001
 2387    15.7446    10.2707   38   14 2001
 2388    13.6998    10.9790   33   15 2001
 2389    14.5177    10.9790   35   15 2001
 2390    13.2909    11.6873   32   16 2001
 2391    14.1088    11.6873   34   16 2001
 2392    13.6998    12.3956   33   17 2001
 2393    14.5177    12.3956   35   17 2001
 2394    15.3356    10.9790   37   15 2001
 2395    16.1535    10.9790   39   15 2001
 2396    14.9267    11.6873   36   16 2001
 2397    15.7446    11.6873   38   16 2001
 2398    15.3356    12.3956   37   17 2001
 2399    16.1535    12.3956   39   17 2001
 2400    16.5625     8.8540   40   12 2002
 2401    17.3804     8.8540   42   12 2002
 2402    16.9714     9.5624   41   13 2002
 2403    17.7893     9.5624   43   13 2002
 2404    16.5625    10.2707   40   14 2002
 2405    17.3804    10.2707   42   14 2002
 2406    18.1983     8.8540   44   12 2002
 2407    19.0162     8.8540   46   12 2002
 2408    18.6072     9.5624   45   13 2002
 2409    19.4251     9.5624   47   13 2002
 2410    18.1983    10.2707   44   14 2002
 2411    19.0162    10.2707   46   14 2002
 2412    16.9714    10.9790   41   15 2002
 2413    17.7893    10.9790   43   15 2002
 2414    16.5625    11.6873   40   16 2002
 2415    17.3804    11.6873   42   16 2002
 2416    16.9714    12.3956   41   17 2002
 2417    17.7893    12.3956   43   17 2002
 2418    18.6072    10.9790   45   15 2002
 2419    19.4251    10.9790   47   15 2002
 2420    18.1983    11.6873   44   16 2002
 2421    19.0162    11.6873   46   16 2002
 2422    18.6072    12.3956   45   17 2002
 2423    19.4251    12.3956   47   17 2002
 2424    19.8341     8.8540   48   12 2003
 2425    20.6520     8.8540   50   12 2003
 2426    20.2430     9.5624   49   13 2003
 2427    21.0609     9.5624   51   13 2003
 2428    19.8341    10.2707   48   14 2003
 2429    20.6520    10.2707   50   14 2003
 2430    21.4699     8.8540   52   12 2003
 2431    22.2878     8.8540   54   12 2003
 2432    21.8788     9.5624   53   13 2003
 2433    22.6967     9.5624   55   13 2003
 2434    21.4699    10.2707   52   14 2003
 2435    22.2878    10.2707   54   14 2003
 2436    20.2430    10.9790   49   15 2003
 2437    21.0609    10.9790   51   15 2003
 2438    19.8341    11.6873   48   16 2003
 2439    20.6520    11.6873   50   16 2003
 2440    20.2430    12.3956   49   17 2003
 2441    21.0609    12.3956   51   17 2003
 2442    21.8788    10.9790   53   15 2003
 2443    22.6967    10.9790   55   15 2003
 2444    21.4699    11.6873   52   16 2003
 2445    22.2878    11.6873   54   16 2003
 2446    21.8788    12.3956   53   17 2003
 2447    22.6967    12.3956   55   17 2003
 2448    23.1057     8.8540   56   12 2004
 2449    23.9236     8.8540   58   12 2004
 2450    23.5146     9.5624   57   13 2004
 2451    24.3325     9.5624   59   13 2004
 2452    23.1057    10.2707   56   14 2004
 2453    23.9236    10.2707   58   14 2004
 2454    24.7415     8.8540   60   12 2004
 2455    25.5594     8.8540   62   12 2004
 2456    25.1504     9.5624   61   13 2004
 2457    25.9683     9.5624   63   13 2004
 2458    24.7415    10.2707   60   14 2004
 2459    25.5594    10.2707   62   14 2004
 2460    23.5146    10.9790   57   15 2004
 2461    24.3325    10.9790   59   15 2004
 2462    23.1057    11.6873   56   16 2004
 2463    23.9236    11.6873   58   16 2004
 2464    23.5146    12.3956   57   17 2004
 2465    24.3325    12.3956   59   17 2004
 2466    25.1504    10.9790   61   15 2004
 2467    25.9683    10.9790   63   15 2004
 2468    24.7415    11.6873   60   16 2004
 2469    25.5594    11.6873   62   16 2004
 2470    25.1504    12.3956   61   17 2004
 2471    25.9683    12.3956   63   17 2004
 2472    26.3773     8.8540   64   12 2005
 2473    27.1952     8.8540   66   12 2005
 2474    26.7862     9.5624   65   13 2005
 2475    27.6041     9.5624   67   13 2005
 2476    26.3773    10.2707   64   14 2005
 2477    27.1952    10.2707   66   14 2005
 2478    28.0131     8.8540   68   12 2005
 2479    28.8310     8.8540   70   12 2005
 2480    28.4220     9.5624   69   13 2005
 2481    29.2399     9.5624   71   13 2005
 2482    28.0131    10.2707   68   14 2005
 2483    28.8310    10.2707   70   14 2005
 2484    26.7862    10.9790   65   15 2005
 2485    27.6041    10.9790   67   15 2005
 2486    26.3773    11.6873   64   16 2005
 2487    27.1952    11.6873   66   16 2005
 2488    26.7862    12.3956   65   17 2005
 2489    27.6041    12.3956   67   17 2005
 2490    28.4220    10.9790   69   15 2005
 2491    29.2399    10.9790   71   15 2005
 2492    28.0131    11.6873   68   16 2005
 2493    28.8310    11.6873   70   16 2005
 2494    28.4220    12.3956   69   17 2005
 2495    29.2399    12.3956   71   17 2005
 2496    10.0193    13.1040   24   18 2006
 2497    10.8372    13.1040   26   18 2006
 2498    10.4282    13.8123   25   19 2006
 2499    11.2461    13.8123   27   19 2006
 2500    10.0193    14.5206   24   20 2006
 2501    10.8372    14.5206   26   20 2006
 2502    11.6551    13.1040   28   18 2006
 2503    12.4730    13.1040   30   18 2006
 2504    12.0640    13.8123   29   19 2006
 2505    12.8819    13.8123   31   19 2006
 2506    11.6551    14.5206   28   20 2006
 2507    12.4730    14.5206   30   20 2006
 2508    10.4282    15.2289   25   21 2006
 2509    11.2461    15.2289   27   21 2006
 2510    10.0193    15.9373   24   22 2006
 2511    10.8372    15.9373   26   22 2006
 2512    10.4282    16.6456   25   23 2006
 2513    11.2461    16.6456   27   23 2006
 2514    12.0640    15.2289   29   21 2006
 2515    12.8819    15.2289   31   21 2006
 2516    11.6551    15.9373   28   22 2006
 2517    12.4730    15.9373   30   22 2006
 2518    12.0640    16.6456   29   23 2006
