    .10023E+01    .20226E+03
    .10162E+01    .20742E+03
    .10304E+01    .21275E+03
    .10447E+01    .21826E+03
    .10592E+01    .22395E+03
    .10739E+01    .22983E+03
    .10888E+01    .23592E+03
    .11040E+01    .23296E+03
    .11193E+01    .22459E+03
    .11349E+01    .21650E+03
    .11506E+01    .20866E+03
    .11666E+01    .20106E+03
    .11828E+01    .19370E+03
    .11993E+01    .18658E+03
    .12159E+01    .17969E+03
    .12328E+01    .17302E+03
    .12500E+01    .16657E+03
    .12674E+01    .16033E+03
    .12850E+01    .15429E+03
    .13028E+01    .14846E+03
    .13209E+01    .14282E+03
    .13393E+01    .13737E+03
    .13579E+01    .13211E+03
    .13768E+01    .12702E+03
    .13959E+01    .12211E+03
    .14153E+01    .11737E+03
    .14350E+01    .11279E+03
    .14549E+01    .10837E+03
    .14751E+01    .10410E+03
    .14956E+01    .99991E+02
    .15164E+01    .96024E+02
    .15375E+01    .92198E+02
    .15589E+01    .88509E+02
    .15805E+01    .84953E+02
    .16025E+01    .81526E+02
    .16248E+01    .78224E+02
    .16473E+01    .75044E+02
    .16702E+01    .71981E+02
    .16934E+01    .69031E+02
    .17170E+01    .66191E+02
    .17408E+01    .63458E+02
    .17650E+01    .60828E+02
    .17896E+01    .58298E+02
    .18144E+01    .55865E+02
    .18397E+01    .53524E+02
    .18652E+01    .51274E+02
    .18911E+01    .49111E+02
    .19174E+01    .47032E+02
    .19441E+01    .45034E+02
    .19711E+01    .43115E+02
    .19985E+01    .41272E+02
    .20263E+01    .39502E+02
    .20544E+01    .37803E+02
    .20830E+01    .36196E+02
    .21119E+01    .34630E+02
    .21413E+01    .33127E+02
    .21710E+01    .31686E+02
    .22012E+01    .30304E+02
    .22318E+01    .28978E+02
    .22628E+01    .27707E+02
    .22942E+01    .26489E+02
    .23261E+01    .25322E+02
    .23585E+01    .24203E+02
    .23912E+01    .23131E+02
    .24245E+01    .22104E+02
    .24582E+01    .21121E+02
    .24923E+01    .20180E+02
    .25270E+01    .19279E+02
    .25621E+01    .18416E+02
    .25977E+01    .17591E+02
    .26338E+01    .16801E+02
    .26704E+01    .16046E+02
    .27075E+01    .15323E+02
    .27451E+01    .14632E+02
    .27833E+01    .13971E+02
    .28220E+01    .13340E+02
    .28612E+01    .12736E+02
    .29009E+01    .12159E+02
    .29412E+01    .11608E+02
    .29821E+01    .11081E+02
    .30236E+01    .10578E+02
    .30656E+01    .10097E+02
    .31082E+01    .96380E+01
    .31514E+01    .91998E+01
    .31952E+01    .87814E+01
    .32396E+01    .83820E+01
    .32846E+01    .80007E+01
    .33303E+01    .76369E+01
    .33765E+01    .72897E+01
    .34235E+01    .69585E+01
    .34710E+01    .66425E+01
    .35193E+01    .63411E+01
    .35682E+01    .60536E+01
    .36178E+01    .57794E+01
    .36681E+01    .55180E+01
    .37190E+01    .52686E+01
    .37707E+01    .50310E+01
    .38231E+01    .48044E+01
    .38762E+01    .45884E+01
    .39301E+01    .43825E+01
    .39847E+01    .41897E+01
    .40401E+01    .40026E+01
    .40963E+01    .38243E+01
    .41532E+01    .36544E+01
    .42109E+01    .34925E+01
    .42694E+01    .33383E+01
    .43288E+01    .31913E+01
    .43889E+01    .30513E+01
    .44499E+01    .29180E+01
    .45118E+01    .27909E+01
    .45745E+01    .26699E+01
    .46380E+01    .25547E+01
    .47025E+01    .24449E+01
    .47678E+01    .23403E+01
    .48341E+01    .22407E+01
    .49013E+01    .21459E+01
    .49694E+01    .20555E+01
    .50385E+01    .19695E+01
    .51085E+01    .18875E+01
    .51795E+01    .18095E+01
    .52515E+01    .17352E+01
    .53244E+01    .16644E+01
    .53984E+01    .15970E+01
    .54735E+01    .15328E+01
    .55495E+01    .14717E+01
    .56266E+01    .14135E+01
    .57048E+01    .13580E+01
    .57841E+01    .13052E+01
    .58645E+01    .12549E+01
    .59460E+01    .12070E+01
    .60286E+01    .11614E+01
    .61124E+01    .11180E+01
    .61974E+01    .10766E+01
    .62835E+01    .10372E+01
    .63708E+01    .99961E+00
    .64594E+01    .96385E+00
    .65491E+01    .92979E+00
    .66401E+01    .89735E+00
    .67324E+01    .86645E+00
    .68260E+01    .83701E+00
    .69209E+01    .80898E+00
    .70170E+01    .78227E+00
    .71146E+01    .75683E+00
    .72134E+01    .73260E+00
    .73137E+01    .70953E+00
    .74153E+01    .68755E+00
    .75184E+01    .66661E+00
    .76229E+01    .64668E+00
    .77288E+01    .62769E+00
    .78362E+01    .60961E+00
    .79451E+01    .59239E+00
    .80555E+01    .57600E+00
    .81675E+01    .56040E+00
    .82810E+01    .54640E+00
    .83961E+01    .53224E+00
    .85128E+01    .51877E+00
    .86311E+01    .50596E+00
    .87510E+01    .49377E+00
    .88726E+01    .48218E+00
    .89959E+01    .47116E+00
    .91209E+01    .46068E+00
    .92477E+01    .45073E+00
    .93762E+01    .44128E+00
    .95065E+01    .43230E+00
    .96386E+01    .42379E+00
    .97726E+01    .41571E+00
    .99084E+01    .40806E+00
    .10046E+02    .40080E+00
    .10186E+02    .39394E+00
    .10327E+02    .38744E+00
    .10471E+02    .38131E+00
    .10616E+02    .37551E+00
    .10764E+02    .37005E+00
    .10913E+02    .36490E+00
    .11065E+02    .36006E+00
    .11219E+02    .35551E+00
    .11375E+02    .35124E+00
    .11533E+02    .34725E+00
    .11693E+02    .34352E+00
    .11856E+02    .34004E+00
    .12020E+02    .33682E+00
    .12187E+02    .33383E+00
    .12357E+02    .33107E+00
    .12529E+02    .32853E+00
    .12703E+02    .32621E+00
    .12879E+02    .32410E+00
    .13058E+02    .32220E+00
    .13240E+02    .32049E+00
    .13424E+02    .31898E+00
    .13610E+02    .31766E+00
    .13799E+02    .31652E+00
    .13991E+02    .31556E+00
    .14186E+02    .31477E+00
    .14383E+02    .31416E+00
    .14583E+02    .31372E+00
    .14785E+02    .31343E+00
    .14991E+02    .31332E+00
    .15199E+02    .31336E+00
    .15410E+02    .31355E+00
    .15625E+02    .31390E+00
    .15842E+02    .31440E+00
    .16062E+02    .31505E+00
    .16285E+02    .31585E+00
    .16511E+02    .31679E+00
    .16741E+02    .31787E+00
    .16973E+02    .31910E+00
    .17209E+02    .32047E+00
    .17449E+02    .32198E+00
    .17691E+02    .32363E+00
    .17937E+02    .32541E+00
    .18186E+02    .32733E+00
    .18439E+02    .32939E+00
    .18695E+02    .33380E+00
    .18955E+02    .33614E+00
    .19218E+02    .33862E+00
    .19485E+02    .34123E+00
    .19756E+02    .34398E+00
    .20031E+02    .34686E+00
    .20309E+02    .34988E+00
    .20591E+02    .35303E+00
    .20878E+02    .35631E+00
    .21168E+02    .35973E+00
    .21462E+02    .36329E+00
    .21760E+02    .36697E+00
    .22063E+02    .37080E+00
    .22369E+02    .37475E+00
    .22680E+02    .37885E+00
    .22995E+02    .38307E+00
    .23315E+02    .38744E+00
    .23639E+02    .39194E+00
    .23967E+02    .39657E+00
    .24300E+02    .40134E+00
    .24638E+02    .40625E+00
    .24981E+02    .41129E+00
    .25328E+02    .41647E+00
    .25680E+02    .42179E+00
    .26037E+02    .42724E+00
    .26398E+02    .43283E+00
    .26765E+02    .43856E+00
    .27137E+02    .44443E+00
    .27514E+02    .45043E+00
    .27897E+02    .45658E+00
    .28284E+02    .46286E+00
    .28678E+02    .46927E+00
    .29076E+02    .47583E+00
    .29480E+02    .48252E+00
    .29890E+02    .48935E+00
    .30305E+02    .49632E+00
    .30726E+02    .50342E+00
    .31153E+02    .51066E+00
    .31586E+02    .51804E+00
    .32025E+02    .52556E+00
    .32470E+02    .53320E+00
    .32922E+02    .54099E+00
    .33379E+02    .54891E+00
    .33843E+02    .55696E+00
    .34313E+02    .56514E+00
    .34790E+02    .57346E+00
    .35274E+02    .58191E+00
    .35764E+02    .59049E+00
    .36261E+02    .59920E+00
    .36765E+02    .60804E+00
    .37276E+02    .61701E+00
    .37794E+02    .62610E+00
    .38319E+02    .63532E+00
    .38852E+02    .64467E+00
    .39392E+02    .65414E+00
    .39939E+02    .66373E+00
    .40494E+02    .67344E+00
    .41057E+02    .68326E+00
    .41628E+02    .69321E+00
    .42206E+02    .70327E+00
    .42793E+02    .71345E+00
    .43387E+02    .72374E+00
    .43990E+02    .73415E+00
    .44602E+02    .74466E+00
    .45221E+02    .75528E+00
    .45850E+02    .76600E+00
    .46487E+02    .77955E+00
    .47133E+02    .79051E+00
    .47788E+02    .80158E+00
    .48452E+02    .81275E+00
    .49126E+02    .82401E+00
    .49808E+02    .83536E+00
    .50501E+02    .84681E+00
    .51202E+02    .85835E+00
    .51914E+02    .86997E+00
    .52635E+02    .88168E+00
    .53367E+02    .89348E+00
    .54109E+02    .90535E+00
    .54861E+02    .91730E+00
    .55623E+02    .92933E+00
    .56396E+02    .94143E+00
    .57180E+02    .95360E+00
    .57974E+02    .96583E+00
    .58780E+02    .97814E+00
    .59597E+02    .99050E+00
    .60425E+02    .10029E+01
    .61265E+02    .10154E+01
    .62116E+02    .10279E+01
    .62980E+02    .10405E+01
    .63855E+02    .10532E+01
    .64742E+02    .10658E+01
    .65642E+02    .10786E+01
    .66554E+02    .10913E+01
    .67479E+02    .11041E+01
    .68417E+02    .11170E+01
    .69368E+02    .11298E+01
    .70332E+02    .11427E+01
    .71309E+02    .11556E+01
    .72300E+02    .11686E+01
    .73305E+02    .11815E+01
    .74324E+02    .11945E+01
    .75357E+02    .12075E+01
    .76404E+02    .12205E+01
    .77466E+02    .12335E+01
    .78543E+02    .12465E+01
    .79634E+02    .12595E+01
    .80741E+02    .12725E+01
    .81863E+02    .12854E+01
    .83001E+02    .12984E+01
    .84154E+02    .13114E+01
    .85324E+02    .13243E+01
    .86509E+02    .13373E+01
    .87712E+02    .13502E+01
    .88931E+02    .13631E+01
    .90166E+02    .13759E+01
    .91420E+02    .13887E+01
    .92690E+02    .14015E+01
    .93978E+02    .14143E+01
    .95284E+02    .14270E+01
    .96608E+02    .14397E+01
    .97951E+02    .14523E+01
    .99312E+02    .14649E+01
    .10069E+03    .14775E+01
    .10209E+03    .14900E+01
    .10351E+03    .15024E+01
    .10495E+03    .15148E+01
    .10641E+03    .15271E+01
    .10789E+03    .15394E+01
    .10939E+03    .15516E+01
    .11091E+03    .15637E+01
    .11245E+03    .15758E+01
    .11401E+03    .15878E+01
    .11559E+03    .15997E+01
    .11720E+03    .16116E+01
    .11883E+03    .16234E+01
    .12048E+03    .16351E+01
    .12216E+03    .16467E+01
    .12385E+03    .16583E+01
    .12557E+03    .16697E+01
    .12732E+03    .16811E+01
    .12909E+03    .16924E+01
    .13088E+03    .17037E+01
    .13270E+03    .17162E+01
    .13455E+03    .17272E+01
    .13642E+03    .17382E+01
    .13831E+03    .17490E+01
    .14023E+03    .17598E+01
    .14218E+03    .17705E+01
    .14416E+03    .17810E+01
    .14616E+03    .17915E+01
    .14819E+03    .18018E+01
    .15025E+03    .18121E+01
    .15234E+03    .18222E+01
    .15446E+03    .18323E+01
    .15660E+03    .18422E+01
    .15878E+03    .18520E+01
    .16099E+03    .18616E+01
    .16323E+03    .18712E+01
    .16549E+03    .18806E+01
    .16779E+03    .18899E+01
    .17013E+03    .18990E+01
    .17249E+03    .19080E+01
    .17489E+03    .19169E+01
    .17732E+03    .19256E+01
    .17978E+03    .19341E+01
    .18228E+03    .19425E+01
    .18481E+03    .19508E+01
    .18738E+03    .19589E+01
    .18999E+03    .19668E+01
    .19263E+03    .19745E+01
    .19530E+03    .19820E+01
    .19802E+03    .19894E+01
    .20077E+03    .19965E+01
    .20356E+03    .20035E+01
    .20639E+03    .20102E+01
    .20926E+03    .20168E+01
    .21216E+03    .20231E+01
    .21511E+03    .20292E+01
    .21810E+03    .20351E+01
    .22113E+03    .20407E+01
    .22421E+03    .20461E+01
    .22732E+03    .20513E+01
    .23048E+03    .20562E+01
    .23369E+03    .20609E+01
    .23693E+03    .20653E+01
    .24023E+03    .20695E+01
    .24356E+03    .20733E+01
    .24695E+03    .20770E+01
    .25038E+03    .20803E+01
    .25386E+03    .20834E+01
    .25739E+03    .20862E+01
    .26097E+03    .20886E+01
    .26459E+03    .20909E+01
    .26827E+03    .20928E+01
    .27200E+03    .20944E+01
    .27578E+03    .20957E+01
    .27961E+03    .20968E+01
    .28350E+03    .20975E+01
    .28744E+03    .20979E+01
    .29143E+03    .20980E+01
    .29548E+03    .20979E+01
    .29959E+03    .20974E+01
    .30375E+03    .20966E+01
    .30797E+03    .20955E+01
    .31225E+03    .20941E+01
    .31659E+03    .20924E+01
    .32099E+03    .20904E+01
    .32545E+03    .20881E+01
    .32998E+03    .20855E+01
    .33456E+03    .20825E+01
    .33921E+03    .20793E+01
    .34392E+03    .20758E+01
    .34870E+03    .20720E+01
    .35355E+03    .20679E+01
    .35846E+03    .20635E+01
    .36345E+03    .20588E+01
    .36850E+03    .20538E+01
