18376	96	18280
1	 206.100	  9.900	  0.500	  7.812				
1	 207.700	 12.400	  1.500	  6.223				
1	 210.800	 14.900	  1.500	  4.136				
1	 209.000	 13.800	  1.500	  5.252				
1	 206.800	  8.300	  0.500	  7.547				
1	 208.100	  6.800	  0.500	  7.592				
1	 209.000	  4.800	  0.500	  6.768				
1	 209.900	  2.700	  0.500	  6.278				
1	 210.800	  0.900	  1.500	  4.856				
1	 212.000	 -0.900	  1.500	  4.104				
1	 212.000	 -2.400	  1.500	  2.736				
1	 212.400	 -3.600	  1.500	  2.259				
1	 25.400	 24.200	  0.500	  6.525				
1	 25.900	 22.800	  0.500	  6.075				
1	 26.100	 19.700	  0.500	  5.850				
1	 26.300	 16.600	  0.500	  5.625				
1	 26.600	 14.300	  0.500	  5.400				
1	 27.000	 12.100	  0.500	  5.400				
1	 26.800	 10.700	  0.500	  5.625				
1	 26.800	  9.800	  0.500	  5.625				
1	 26.800	  8.900	  0.500	  5.625 				
1	-152.300	 33.300	  0.500	  7.875				
1	-153.400	 30.600	  0.500	  6.750				
1	-153.900	 28.800	  0.500	  6.750				
1	-153.900	 27.000	  0.500	  6.300				
1	-153.200	 23.400	  0.500	  4.725				
1	-153.400	 21.200	  0.500	  3.150				
1	-153.400	 18.900	  0.500	  2.700				
1	-153.400	 17.600	  0.500	  2.250 				
1	-103.200	 17.000	  0.500	  6.975				
1	-103.700	 18.300	  0.500	  6.975				
1	-103.900	 20.600	  0.500	  6.750				
1	-103.000	 15.200	  0.500	  6.750				
1	-102.500	 11.600	  0.500	  6.300				
1	-103.000	  9.300	  0.500	  5.850				
1	-104.300	  8.000	  0.500	  4.950 				
1	 65.000	 15.200	  0.500	  9.675				
1	 65.200	 10.700	  0.500	  7.650				
1	 63.600	  7.600	  0.500	  4.275				
1	 63.000	  4.000	  0.500	  2.700				
1	 64.800	 19.700	  0.500	  9.450				
1	 66.300	 21.500	  0.500	  7.875				
1	 69.000	 24.700	  0.500	  5.175				
1	 71.700	 28.300	  0.500	  2.475				
1	 72.600	 29.600	  0.500	  2.025 				
1	 147.500	  7.200	  0.500	  7.875				
1	 144.300	  7.000	  0.500	  7.200				
1	 141.200	  6.600	  0.500	  5.850				
1	 138.500	  6.600	  0.500	  4.500				
1	 136.700	  5.400	  0.500	  3.375				
1	 134.800	  4.300	  0.500	  2.250				
1	 151.500	  8.800	  0.500	  6.750				
1	 153.300	  8.600	  0.500	  6.075				
1	 154.700	 10.200	  0.500	  2.700				
1	 155.100	 10.400	  0.500	  2.475 				
1	-18.800	 -3.900	  1.500	  6.300				
1	-15.200	 -3.000	  1.500	  5.400				
1	-12.100	 -2.100	  1.500	  4.950				
1	 -8.500	  0.400	  1.500	  4.275				
1	 -5.800	  2.000	  1.500	  4.050				
1	 -3.100	  3.800	  1.500	  4.500				
1	 -1.700	  4.700	  1.500	  4.500				
1	 -0.800	  4.900	  1.500	  4.275				
1	  0.500	  6.000	  1.500	  3.150				
1	-22.000	 -6.200	  1.500	  5.850				
1	-24.700	 -7.300	  1.500	  5.175				
1	-26.500	 -8.800	  1.500	  4.050 				
1	-201.200	  5.700	  1.500	  8.100				
1	-196.700	  7.000	  1.500	  7.200				
1	-192.700	  9.000	  1.500	  5.175				
1	-189.500	 11.100	  1.500	  4.050				
1	-187.700	 12.800	  2.500	  4.050				
1	-203.000	  5.900	  1.500	  7.425				
1	-205.700	  5.900	  1.500	  6.525				
1	-209.300	  5.700	  1.500	  4.950				
1	-212.000	  5.000	  1.500	  3.375				
1	-215.600	  4.800	  1.500	  2.700				
1	-218.700	  4.800	  1.500	  2.700				
1	-221.900	  4.800	  1.500	  2.700				
1	-224.150	  5.700	  1.500	  2.250 				
1	-54.600	 24.200	  0.500	  6.525				
1	-54.100	 22.800	  0.500	  6.075				
1	-53.900	 19.700	  0.500	  5.850				
1	-53.700	 16.600	  0.500	  5.625				
1	-53.400	 14.300	  0.500	  5.400				
1	-53.000	 12.100	  0.500	  5.400				
1	-53.200	 10.700	  0.500	  5.625				
1	-53.200	  9.800	  0.500	  5.625				
1	-53.200	  8.900	  0.500	  5.625 				
1	 21.950	-25.700	  1.500	  4.950				
1	 21.500	-25.700	  1.500	  4.950				
1	 18.800	-24.350	  1.500	  5.400				
1	 15.650	-22.775	  1.500	  6.075				
1	 13.850	-22.775	  1.500	  6.075				
1	 10.700	-22.550	  1.500	  4.500				
1	  7.550	-22.550	  1.500	  3.600				
3	 208.600	 20.100	  1.500	 208.300	 18.000	  1.500	  0.675	  2.121
3	 209.700	 23.400	  1.500	 208.600	 20.100	  1.500	  0.927	  3.479
3	 209.900	 25.000	  1.500	 209.700	 23.400	  1.500	  1.125	  1.612
3	 212.000	 25.700	  1.500	 209.900	 25.000	  1.500	  0.225	  2.214
3	 212.800	 25.700	  1.500	 212.000	 25.700	  1.500	  0.225	  0.800
3	 213.800	 25.400	  1.500	 212.800	 25.700	  1.500	  0.113	  1.044
3	 208.100	 26.100	  1.500	 209.900	 25.000	  1.500	  0.320	  2.110
3	 207.700	 27.000	  1.500	 208.100	 26.100	  1.500	  0.320	  0.985
3	 209.700	 27.300	  1.500	 207.700	 27.000	  1.500	  0.900	  2.022
3	 209.900	 29.500	  1.500	 209.700	 27.300	  1.500	  0.225	  2.209
3	 209.900	 32.200	  1.500	 209.900	 29.500	  1.500	  0.675	  2.700
3	 210.200	 34.200	  1.500	 209.900	 32.200	  1.500	  0.927	  2.022
